city,area_type,time_slot,traffic_level,avg_delay_minutes,risk_weight
Pune,OLD_CITY,EVENING,MEDIUM,89,0.86
Bengaluru,OLD_CITY,EVENING,HIGH,51,0.76
Chennai,URBAN,AFTERNOON,MEDIUM,33,0.31
Delhi,URBAN,EVENING,HIGH,64,0.51
Bengaluru,URBAN,MORNING,MEDIUM,9,0.62
Hyderabad,URBAN,EVENING,HIGH,32,0.24
Delhi,URBAN,AFTERNOON,LOW,87,0.32
Chennai,OLD_CITY,AFTERNOON,LOW,57,0.12
Bengaluru,OLD_CITY,EVENING,HIGH,47,0.59
Delhi,OLD_CITY,AFTERNOON,HIGH,30,0.47
Kolkata,OLD_CITY,AFTERNOON,LOW,15,0.29
Bengaluru,URBAN,EVENING,LOW,40,0.16
Delhi,URBAN,AFTERNOON,MEDIUM,18,0.26
Mumbai,URBAN,EVENING,MEDIUM,77,0.54
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,76,0.16
Mumbai,OLD_CITY,EVENING,LOW,78,0.49
Pune,OLD_CITY,EVENING,HIGH,60,0.55
Bengaluru,URBAN,MORNING,MEDIUM,36,0.42
Chennai,URBAN,AFTERNOON,HIGH,44,0.11
Kolkata,OLD_CITY,AFTERNOON,LOW,62,0.96
Chennai,URBAN,AFTERNOON,LOW,85,0.27
Hyderabad,URBAN,AFTERNOON,LOW,52,0.46
Delhi,URBAN,EVENING,HIGH,84,0.81
Hyderabad,OLD_CITY,AFTERNOON,LOW,41,0.89
Mumbai,URBAN,MORNING,HIGH,18,0.72
Delhi,OLD_CITY,MORNING,MEDIUM,21,0.97
Chennai,URBAN,EVENING,HIGH,74,0.39
Bengaluru,URBAN,MORNING,MEDIUM,6,0.51
Delhi,URBAN,EVENING,HIGH,71,0.96
Delhi,URBAN,AFTERNOON,HIGH,33,0.31
Pune,URBAN,AFTERNOON,MEDIUM,25,0.82
Kolkata,OLD_CITY,AFTERNOON,HIGH,49,0.4
Chennai,URBAN,MORNING,LOW,41,0.34
Mumbai,OLD_CITY,AFTERNOON,LOW,2,0.84
Bengaluru,OLD_CITY,MORNING,HIGH,80,0.9
Kolkata,URBAN,EVENING,HIGH,60,0.56
Hyderabad,OLD_CITY,EVENING,MEDIUM,48,0.51
Bengaluru,OLD_CITY,EVENING,LOW,7,0.26
Hyderabad,URBAN,AFTERNOON,MEDIUM,40,0.42
Pune,URBAN,MORNING,HIGH,32,0.44
Mumbai,OLD_CITY,EVENING,LOW,86,0.82
Delhi,OLD_CITY,MORNING,MEDIUM,73,0.77
Chennai,URBAN,MORNING,MEDIUM,4,0.32
Bengaluru,OLD_CITY,MORNING,LOW,22,0.65
Chennai,URBAN,EVENING,MEDIUM,75,0.65
Hyderabad,OLD_CITY,EVENING,LOW,81,0.52
Mumbai,OLD_CITY,MORNING,MEDIUM,45,0.66
Chennai,URBAN,MORNING,MEDIUM,86,0.24
Chennai,OLD_CITY,AFTERNOON,MEDIUM,25,0.65
Chennai,URBAN,MORNING,HIGH,4,0.72
Chennai,OLD_CITY,EVENING,MEDIUM,83,0.18
Kolkata,OLD_CITY,AFTERNOON,LOW,35,0.12
Delhi,OLD_CITY,AFTERNOON,MEDIUM,41,0.93
Chennai,OLD_CITY,MORNING,LOW,2,0.61
Bengaluru,URBAN,AFTERNOON,HIGH,41,0.84
Mumbai,URBAN,AFTERNOON,HIGH,39,0.98
Chennai,URBAN,EVENING,MEDIUM,86,0.81
Pune,URBAN,AFTERNOON,MEDIUM,21,0.82
Delhi,URBAN,AFTERNOON,MEDIUM,89,0.32
Bengaluru,OLD_CITY,EVENING,MEDIUM,16,0.4
Chennai,OLD_CITY,EVENING,HIGH,82,0.2
Hyderabad,OLD_CITY,AFTERNOON,LOW,86,0.94
Hyderabad,OLD_CITY,MORNING,MEDIUM,14,0.76
Chennai,URBAN,AFTERNOON,HIGH,62,0.42
Delhi,URBAN,MORNING,MEDIUM,52,0.69
Hyderabad,OLD_CITY,AFTERNOON,LOW,86,0.7
Pune,OLD_CITY,MORNING,HIGH,79,0.79
Pune,URBAN,MORNING,MEDIUM,59,0.7
Chennai,URBAN,MORNING,MEDIUM,7,0.25
Delhi,URBAN,EVENING,LOW,47,0.97
Mumbai,OLD_CITY,EVENING,MEDIUM,2,0.62
Hyderabad,URBAN,AFTERNOON,MEDIUM,26,0.71
Delhi,URBAN,MORNING,MEDIUM,69,0.59
Hyderabad,OLD_CITY,MORNING,HIGH,38,0.94
Hyderabad,OLD_CITY,AFTERNOON,HIGH,25,0.87
Delhi,URBAN,EVENING,HIGH,72,0.9
Bengaluru,OLD_CITY,EVENING,MEDIUM,30,0.92
Chennai,URBAN,AFTERNOON,LOW,32,0.28
Bengaluru,OLD_CITY,EVENING,MEDIUM,41,0.54
Bengaluru,URBAN,MORNING,LOW,3,0.93
Pune,OLD_CITY,EVENING,HIGH,29,0.42
Delhi,OLD_CITY,MORNING,LOW,39,0.83
Delhi,OLD_CITY,AFTERNOON,LOW,74,0.13
Mumbai,URBAN,AFTERNOON,LOW,57,0.32
Mumbai,OLD_CITY,EVENING,LOW,63,0.2
Chennai,URBAN,EVENING,HIGH,50,0.41
Pune,OLD_CITY,AFTERNOON,LOW,81,0.11
Bengaluru,OLD_CITY,AFTERNOON,LOW,60,0.53
Mumbai,OLD_CITY,EVENING,HIGH,34,0.26
Bengaluru,OLD_CITY,EVENING,HIGH,68,0.87
Chennai,OLD_CITY,AFTERNOON,MEDIUM,34,0.24
Bengaluru,OLD_CITY,EVENING,MEDIUM,49,0.75
Bengaluru,URBAN,EVENING,LOW,89,0.22
Kolkata,URBAN,MORNING,LOW,50,0.81
Hyderabad,OLD_CITY,MORNING,LOW,7,0.13
Pune,URBAN,AFTERNOON,LOW,89,0.6
Mumbai,URBAN,MORNING,LOW,87,0.87
Mumbai,URBAN,AFTERNOON,MEDIUM,14,0.19
Kolkata,URBAN,AFTERNOON,HIGH,18,0.39
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,40,0.6
Mumbai,URBAN,AFTERNOON,HIGH,7,0.19
Delhi,URBAN,AFTERNOON,HIGH,50,0.95
Mumbai,URBAN,MORNING,HIGH,47,0.16
Pune,OLD_CITY,AFTERNOON,LOW,21,0.56
Pune,OLD_CITY,EVENING,HIGH,76,0.2
Chennai,OLD_CITY,MORNING,HIGH,89,0.71
Hyderabad,OLD_CITY,MORNING,LOW,63,0.6
Kolkata,OLD_CITY,MORNING,MEDIUM,74,0.2
Delhi,URBAN,MORNING,MEDIUM,59,0.14
Chennai,OLD_CITY,MORNING,MEDIUM,80,0.67
Mumbai,OLD_CITY,MORNING,MEDIUM,89,0.44
Hyderabad,URBAN,EVENING,MEDIUM,17,0.41
Mumbai,OLD_CITY,EVENING,HIGH,89,0.64
Hyderabad,URBAN,MORNING,MEDIUM,26,0.44
Mumbai,OLD_CITY,MORNING,MEDIUM,78,0.62
Mumbai,OLD_CITY,EVENING,MEDIUM,26,0.42
Hyderabad,OLD_CITY,MORNING,MEDIUM,84,0.78
Mumbai,OLD_CITY,MORNING,MEDIUM,19,0.86
Kolkata,URBAN,EVENING,LOW,35,0.7
Kolkata,OLD_CITY,AFTERNOON,HIGH,12,0.15
Pune,OLD_CITY,MORNING,HIGH,69,0.24
Kolkata,OLD_CITY,AFTERNOON,HIGH,36,0.3
Bengaluru,URBAN,MORNING,MEDIUM,1,0.37
Chennai,URBAN,EVENING,MEDIUM,64,0.61
Pune,URBAN,EVENING,MEDIUM,81,0.97
Pune,OLD_CITY,EVENING,MEDIUM,86,0.34
Hyderabad,OLD_CITY,MORNING,MEDIUM,35,0.78
Kolkata,URBAN,MORNING,LOW,63,0.93
Kolkata,OLD_CITY,EVENING,LOW,58,0.22
Bengaluru,URBAN,AFTERNOON,MEDIUM,65,0.38
Chennai,OLD_CITY,AFTERNOON,LOW,75,0.95
Mumbai,URBAN,EVENING,MEDIUM,66,0.46
Delhi,OLD_CITY,MORNING,LOW,55,0.36
Chennai,OLD_CITY,EVENING,MEDIUM,51,0.74
Pune,URBAN,MORNING,MEDIUM,57,0.5
Chennai,URBAN,EVENING,MEDIUM,70,0.79
Hyderabad,OLD_CITY,EVENING,MEDIUM,83,0.9
Chennai,OLD_CITY,AFTERNOON,MEDIUM,27,0.58
Pune,URBAN,AFTERNOON,LOW,65,0.52
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,80,0.92
Bengaluru,OLD_CITY,MORNING,MEDIUM,14,0.83
Delhi,OLD_CITY,EVENING,HIGH,11,0.21
Chennai,OLD_CITY,EVENING,LOW,4,0.79
Chennai,OLD_CITY,AFTERNOON,MEDIUM,50,0.41
Chennai,OLD_CITY,AFTERNOON,HIGH,59,0.67
Pune,OLD_CITY,MORNING,HIGH,58,0.29
Kolkata,URBAN,AFTERNOON,HIGH,1,0.1
Delhi,URBAN,MORNING,LOW,68,0.67
Mumbai,URBAN,AFTERNOON,LOW,59,0.96
Bengaluru,URBAN,EVENING,HIGH,23,0.6
Pune,URBAN,EVENING,LOW,41,0.97
Chennai,OLD_CITY,MORNING,HIGH,29,0.87
Mumbai,OLD_CITY,EVENING,MEDIUM,11,0.17
Mumbai,OLD_CITY,MORNING,MEDIUM,19,0.97
Delhi,OLD_CITY,AFTERNOON,MEDIUM,77,0.4
Pune,URBAN,MORNING,LOW,81,0.88
Mumbai,URBAN,AFTERNOON,HIGH,14,0.55
Delhi,OLD_CITY,AFTERNOON,MEDIUM,77,0.8
Delhi,OLD_CITY,AFTERNOON,MEDIUM,89,0.31
Delhi,OLD_CITY,MORNING,MEDIUM,38,0.17
Pune,URBAN,MORNING,LOW,13,0.77
Mumbai,OLD_CITY,MORNING,HIGH,79,0.93
Chennai,OLD_CITY,AFTERNOON,HIGH,17,0.14
Chennai,OLD_CITY,MORNING,LOW,20,0.59
Kolkata,URBAN,MORNING,MEDIUM,42,0.92
Chennai,URBAN,EVENING,MEDIUM,12,0.39
Kolkata,URBAN,AFTERNOON,LOW,84,0.47
Hyderabad,OLD_CITY,EVENING,LOW,57,0.74
Hyderabad,URBAN,AFTERNOON,MEDIUM,35,0.24
Pune,URBAN,MORNING,MEDIUM,39,0.61
Kolkata,OLD_CITY,MORNING,LOW,46,0.65
Chennai,OLD_CITY,MORNING,HIGH,52,0.8
Bengaluru,URBAN,EVENING,LOW,68,0.48
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,83,0.25
Pune,URBAN,MORNING,LOW,88,0.77
Delhi,OLD_CITY,EVENING,MEDIUM,89,0.43
Mumbai,OLD_CITY,MORNING,LOW,7,0.18
Kolkata,URBAN,AFTERNOON,HIGH,5,0.45
Chennai,URBAN,AFTERNOON,MEDIUM,56,0.98
Bengaluru,OLD_CITY,EVENING,MEDIUM,15,0.36
Pune,OLD_CITY,EVENING,MEDIUM,11,0.3
Delhi,URBAN,MORNING,HIGH,12,0.25
Chennai,OLD_CITY,EVENING,MEDIUM,17,0.31
Delhi,OLD_CITY,MORNING,MEDIUM,63,0.55
Kolkata,URBAN,MORNING,MEDIUM,22,0.39
Delhi,OLD_CITY,AFTERNOON,LOW,5,0.44
Mumbai,OLD_CITY,AFTERNOON,HIGH,73,0.37
Mumbai,URBAN,AFTERNOON,HIGH,58,0.31
Chennai,URBAN,AFTERNOON,LOW,31,0.51
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,74,0.45
Chennai,URBAN,AFTERNOON,MEDIUM,27,0.2
Delhi,OLD_CITY,AFTERNOON,MEDIUM,61,0.67
Delhi,OLD_CITY,AFTERNOON,LOW,61,0.93
Bengaluru,OLD_CITY,MORNING,HIGH,66,0.8
Pune,URBAN,AFTERNOON,HIGH,28,0.48
Bengaluru,URBAN,MORNING,LOW,59,0.67
Hyderabad,URBAN,EVENING,LOW,26,0.42
Pune,URBAN,MORNING,LOW,74,0.16
Bengaluru,URBAN,EVENING,LOW,68,0.86
Chennai,URBAN,EVENING,LOW,65,0.43
Mumbai,OLD_CITY,AFTERNOON,LOW,65,0.96
Hyderabad,URBAN,EVENING,HIGH,71,0.4
Chennai,OLD_CITY,EVENING,HIGH,66,0.67
Delhi,OLD_CITY,AFTERNOON,LOW,72,0.19
Hyderabad,URBAN,AFTERNOON,LOW,39,0.52
Kolkata,URBAN,MORNING,LOW,36,0.88
Kolkata,URBAN,AFTERNOON,LOW,58,0.32
Hyderabad,OLD_CITY,AFTERNOON,HIGH,21,0.27
Pune,URBAN,AFTERNOON,HIGH,39,0.36
Chennai,OLD_CITY,MORNING,HIGH,19,0.71
Chennai,URBAN,MORNING,HIGH,54,0.62
Kolkata,OLD_CITY,EVENING,MEDIUM,82,0.99
Pune,OLD_CITY,EVENING,MEDIUM,73,0.4
Chennai,URBAN,MORNING,LOW,55,0.94
Hyderabad,OLD_CITY,EVENING,MEDIUM,46,0.25
Bengaluru,URBAN,MORNING,HIGH,58,0.76
Chennai,OLD_CITY,EVENING,HIGH,71,0.88
Mumbai,URBAN,EVENING,MEDIUM,20,0.16
Mumbai,URBAN,EVENING,MEDIUM,31,0.54
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,66,0.27
Mumbai,URBAN,AFTERNOON,MEDIUM,50,0.25
Pune,OLD_CITY,MORNING,HIGH,27,0.37
Hyderabad,URBAN,EVENING,HIGH,85,0.11
Pune,OLD_CITY,MORNING,HIGH,35,0.81
Bengaluru,OLD_CITY,AFTERNOON,LOW,32,0.38
Chennai,OLD_CITY,AFTERNOON,MEDIUM,26,0.9
Delhi,OLD_CITY,EVENING,HIGH,55,0.48
Delhi,URBAN,MORNING,LOW,64,0.78
Hyderabad,OLD_CITY,AFTERNOON,HIGH,47,0.18
Delhi,URBAN,EVENING,MEDIUM,11,0.32
Hyderabad,OLD_CITY,MORNING,MEDIUM,75,0.91
Hyderabad,URBAN,EVENING,MEDIUM,10,0.73
Bengaluru,OLD_CITY,EVENING,HIGH,65,0.38
Delhi,URBAN,EVENING,HIGH,19,0.28
Mumbai,URBAN,EVENING,HIGH,57,0.63
Delhi,URBAN,EVENING,MEDIUM,34,0.98
Hyderabad,OLD_CITY,EVENING,HIGH,48,0.48
Chennai,OLD_CITY,AFTERNOON,MEDIUM,54,0.34
Mumbai,OLD_CITY,MORNING,LOW,61,0.74
Chennai,OLD_CITY,EVENING,HIGH,14,0.28
Mumbai,URBAN,EVENING,LOW,31,0.64
Bengaluru,OLD_CITY,AFTERNOON,HIGH,73,0.17
Pune,URBAN,AFTERNOON,LOW,71,0.93
Hyderabad,URBAN,MORNING,MEDIUM,54,0.22
Mumbai,OLD_CITY,MORNING,MEDIUM,56,0.85
Hyderabad,URBAN,EVENING,LOW,42,0.66
Mumbai,OLD_CITY,EVENING,HIGH,45,0.57
Delhi,OLD_CITY,AFTERNOON,MEDIUM,40,0.96
Mumbai,URBAN,EVENING,LOW,63,0.25
Bengaluru,OLD_CITY,AFTERNOON,HIGH,9,0.34
Hyderabad,OLD_CITY,EVENING,HIGH,37,0.68
Bengaluru,URBAN,EVENING,MEDIUM,33,0.33
Chennai,OLD_CITY,EVENING,LOW,16,0.48
Bengaluru,URBAN,AFTERNOON,LOW,68,0.12
Chennai,URBAN,EVENING,MEDIUM,75,0.94
Hyderabad,URBAN,MORNING,HIGH,62,0.7
Hyderabad,URBAN,EVENING,LOW,82,0.45
Delhi,OLD_CITY,EVENING,MEDIUM,44,0.41
Delhi,URBAN,EVENING,MEDIUM,78,0.83
Delhi,OLD_CITY,AFTERNOON,HIGH,23,0.75
Mumbai,URBAN,EVENING,MEDIUM,44,0.94
Mumbai,OLD_CITY,MORNING,HIGH,45,0.45
Pune,OLD_CITY,AFTERNOON,HIGH,47,0.67
Mumbai,OLD_CITY,AFTERNOON,LOW,39,0.14
Delhi,OLD_CITY,MORNING,MEDIUM,50,0.5
Delhi,OLD_CITY,MORNING,MEDIUM,10,0.32
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,3,0.55
Kolkata,URBAN,EVENING,MEDIUM,47,0.97
Chennai,URBAN,AFTERNOON,LOW,41,0.19
Hyderabad,OLD_CITY,EVENING,LOW,51,0.19
Mumbai,URBAN,AFTERNOON,MEDIUM,81,0.81
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,77,0.68
Mumbai,OLD_CITY,MORNING,MEDIUM,88,0.5
Hyderabad,URBAN,AFTERNOON,MEDIUM,45,0.91
Delhi,OLD_CITY,EVENING,MEDIUM,57,0.64
Mumbai,URBAN,EVENING,LOW,27,0.57
Hyderabad,URBAN,EVENING,LOW,69,0.1
Bengaluru,OLD_CITY,AFTERNOON,HIGH,49,0.11
Hyderabad,OLD_CITY,AFTERNOON,LOW,42,0.38
Mumbai,URBAN,EVENING,HIGH,28,0.37
Delhi,OLD_CITY,MORNING,HIGH,57,0.74
Delhi,OLD_CITY,AFTERNOON,LOW,58,0.68
Bengaluru,OLD_CITY,MORNING,MEDIUM,54,0.54
Bengaluru,URBAN,EVENING,LOW,56,0.3
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,28,0.83
Kolkata,URBAN,EVENING,LOW,18,0.4
Kolkata,URBAN,MORNING,MEDIUM,87,0.35
Pune,URBAN,AFTERNOON,MEDIUM,60,0.67
Bengaluru,URBAN,MORNING,HIGH,38,0.41
Kolkata,URBAN,AFTERNOON,HIGH,9,0.65
Chennai,URBAN,EVENING,MEDIUM,84,0.3
Chennai,URBAN,EVENING,HIGH,86,0.52
Pune,URBAN,MORNING,MEDIUM,72,0.82
Bengaluru,URBAN,MORNING,MEDIUM,85,0.25
Chennai,OLD_CITY,EVENING,LOW,70,0.16
Bengaluru,URBAN,EVENING,LOW,37,0.21
Mumbai,URBAN,EVENING,HIGH,1,0.21
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,13,0.94
Delhi,URBAN,EVENING,MEDIUM,74,0.61
Chennai,OLD_CITY,EVENING,MEDIUM,68,0.75
Bengaluru,URBAN,MORNING,HIGH,8,0.24
Pune,URBAN,MORNING,MEDIUM,63,0.2
Kolkata,URBAN,EVENING,LOW,89,0.44
Hyderabad,OLD_CITY,MORNING,MEDIUM,38,0.57
Delhi,URBAN,EVENING,MEDIUM,4,0.58
Kolkata,OLD_CITY,EVENING,LOW,21,0.19
Hyderabad,OLD_CITY,MORNING,MEDIUM,51,0.13
Bengaluru,URBAN,EVENING,HIGH,89,0.19
Bengaluru,OLD_CITY,AFTERNOON,LOW,39,0.98
Bengaluru,URBAN,MORNING,LOW,41,0.76
Kolkata,OLD_CITY,AFTERNOON,HIGH,60,0.3
Kolkata,OLD_CITY,MORNING,HIGH,27,1.0
Delhi,OLD_CITY,MORNING,HIGH,73,0.3
Bengaluru,URBAN,MORNING,LOW,11,0.94
Mumbai,URBAN,EVENING,HIGH,10,0.26
Chennai,OLD_CITY,EVENING,MEDIUM,82,0.89
Pune,URBAN,EVENING,LOW,39,0.6
Hyderabad,OLD_CITY,AFTERNOON,LOW,36,0.7
Pune,OLD_CITY,AFTERNOON,HIGH,4,0.24
Kolkata,OLD_CITY,MORNING,MEDIUM,18,0.15
Kolkata,URBAN,AFTERNOON,LOW,29,0.31
Pune,URBAN,AFTERNOON,HIGH,68,1.0
Pune,OLD_CITY,EVENING,MEDIUM,40,0.44
Bengaluru,URBAN,EVENING,HIGH,55,0.98
Mumbai,OLD_CITY,EVENING,HIGH,79,0.53
Pune,OLD_CITY,MORNING,MEDIUM,83,0.53
Delhi,OLD_CITY,MORNING,LOW,26,0.65
Bengaluru,URBAN,EVENING,MEDIUM,87,0.5
Hyderabad,OLD_CITY,EVENING,LOW,62,0.21
Hyderabad,URBAN,AFTERNOON,HIGH,64,0.48
Hyderabad,OLD_CITY,EVENING,LOW,73,0.2
Mumbai,URBAN,AFTERNOON,HIGH,67,0.36
Delhi,OLD_CITY,MORNING,MEDIUM,30,0.32
Kolkata,URBAN,MORNING,MEDIUM,2,0.24
Bengaluru,OLD_CITY,AFTERNOON,HIGH,51,0.28
Bengaluru,OLD_CITY,AFTERNOON,LOW,49,0.3
Mumbai,URBAN,EVENING,HIGH,75,0.52
Chennai,URBAN,MORNING,LOW,54,0.5
Chennai,URBAN,AFTERNOON,HIGH,56,0.73
Hyderabad,URBAN,AFTERNOON,MEDIUM,42,0.6
Delhi,OLD_CITY,AFTERNOON,MEDIUM,69,0.59
Hyderabad,OLD_CITY,MORNING,MEDIUM,86,0.76
Hyderabad,OLD_CITY,EVENING,MEDIUM,7,0.7
Kolkata,OLD_CITY,AFTERNOON,LOW,18,0.87
Chennai,OLD_CITY,EVENING,MEDIUM,16,0.78
Chennai,OLD_CITY,EVENING,LOW,67,0.26
Kolkata,URBAN,MORNING,LOW,1,0.19
Delhi,URBAN,AFTERNOON,MEDIUM,76,0.48
Chennai,URBAN,AFTERNOON,LOW,11,0.74
Mumbai,OLD_CITY,MORNING,MEDIUM,89,0.57
Bengaluru,OLD_CITY,EVENING,HIGH,53,0.83
Kolkata,OLD_CITY,MORNING,HIGH,48,1.0
Delhi,OLD_CITY,EVENING,HIGH,12,0.39
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,43,0.48
Kolkata,URBAN,AFTERNOON,MEDIUM,47,0.41
Pune,OLD_CITY,MORNING,MEDIUM,26,0.28
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,25,0.31
Pune,OLD_CITY,EVENING,LOW,5,0.35
Hyderabad,URBAN,AFTERNOON,HIGH,2,0.69
Pune,URBAN,EVENING,LOW,57,0.47
Mumbai,OLD_CITY,EVENING,HIGH,9,0.93
Delhi,URBAN,EVENING,MEDIUM,4,0.7
Delhi,OLD_CITY,EVENING,MEDIUM,18,0.17
Chennai,URBAN,MORNING,MEDIUM,7,0.3
Chennai,OLD_CITY,AFTERNOON,LOW,84,0.96
Pune,URBAN,EVENING,LOW,88,0.4
Chennai,OLD_CITY,EVENING,LOW,57,0.23
Kolkata,OLD_CITY,EVENING,LOW,74,0.68
Delhi,OLD_CITY,AFTERNOON,HIGH,42,0.65
Kolkata,URBAN,MORNING,MEDIUM,54,0.59
Kolkata,URBAN,MORNING,LOW,46,0.53
Hyderabad,URBAN,EVENING,HIGH,62,0.28
Mumbai,URBAN,EVENING,MEDIUM,79,0.75
Pune,OLD_CITY,AFTERNOON,LOW,64,0.66
Bengaluru,URBAN,AFTERNOON,MEDIUM,34,0.78
Bengaluru,OLD_CITY,EVENING,HIGH,70,0.32
Kolkata,OLD_CITY,AFTERNOON,LOW,49,0.34
Chennai,OLD_CITY,MORNING,MEDIUM,87,0.26
Pune,URBAN,MORNING,LOW,13,0.34
Chennai,URBAN,MORNING,MEDIUM,47,0.77
Delhi,URBAN,AFTERNOON,MEDIUM,43,0.53
Pune,URBAN,AFTERNOON,MEDIUM,23,0.47
Chennai,OLD_CITY,EVENING,LOW,60,0.58
Bengaluru,OLD_CITY,MORNING,LOW,79,0.31
Delhi,OLD_CITY,AFTERNOON,HIGH,52,0.11
Hyderabad,URBAN,MORNING,LOW,31,0.18
Bengaluru,URBAN,MORNING,LOW,83,0.27
Hyderabad,URBAN,MORNING,MEDIUM,50,0.72
Mumbai,URBAN,MORNING,LOW,62,0.65
Pune,URBAN,MORNING,LOW,53,0.19
Mumbai,URBAN,AFTERNOON,MEDIUM,52,0.33
Pune,URBAN,MORNING,LOW,43,0.25
Chennai,OLD_CITY,EVENING,MEDIUM,10,0.39
Mumbai,OLD_CITY,MORNING,MEDIUM,23,0.8
Mumbai,URBAN,MORNING,MEDIUM,76,0.26
Chennai,URBAN,MORNING,MEDIUM,7,0.54
Kolkata,OLD_CITY,MORNING,MEDIUM,33,0.6
Delhi,OLD_CITY,EVENING,LOW,61,0.33
Chennai,URBAN,MORNING,MEDIUM,79,0.7
Delhi,URBAN,MORNING,HIGH,80,0.97
Hyderabad,URBAN,EVENING,LOW,47,0.23
Hyderabad,URBAN,EVENING,HIGH,80,0.93
Mumbai,OLD_CITY,EVENING,MEDIUM,78,0.65
Pune,URBAN,AFTERNOON,LOW,66,0.5
Kolkata,URBAN,MORNING,MEDIUM,11,0.72
Pune,OLD_CITY,EVENING,HIGH,48,0.86
Kolkata,OLD_CITY,AFTERNOON,LOW,24,0.39
Delhi,URBAN,EVENING,MEDIUM,70,0.95
Pune,URBAN,EVENING,HIGH,28,0.99
Mumbai,OLD_CITY,MORNING,LOW,56,0.55
Kolkata,URBAN,EVENING,LOW,80,0.19
Delhi,URBAN,EVENING,HIGH,87,0.76
Chennai,OLD_CITY,EVENING,MEDIUM,37,0.15
Pune,OLD_CITY,AFTERNOON,MEDIUM,13,0.97
Kolkata,URBAN,AFTERNOON,MEDIUM,41,0.43
Delhi,URBAN,AFTERNOON,MEDIUM,0,0.67
Bengaluru,URBAN,MORNING,HIGH,53,0.62
Pune,OLD_CITY,AFTERNOON,LOW,6,0.62
Kolkata,OLD_CITY,EVENING,HIGH,77,0.24
Bengaluru,URBAN,AFTERNOON,HIGH,13,0.87
Mumbai,OLD_CITY,AFTERNOON,LOW,58,0.11
Delhi,URBAN,MORNING,HIGH,72,0.31
Kolkata,OLD_CITY,MORNING,MEDIUM,25,0.76
Pune,OLD_CITY,AFTERNOON,MEDIUM,88,0.22
Hyderabad,URBAN,AFTERNOON,HIGH,37,0.54
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,61,0.94
Kolkata,URBAN,EVENING,HIGH,56,0.31
Kolkata,OLD_CITY,EVENING,MEDIUM,88,0.35
Mumbai,OLD_CITY,AFTERNOON,LOW,47,0.17
Delhi,URBAN,MORNING,MEDIUM,63,0.42
Bengaluru,URBAN,EVENING,HIGH,42,0.62
Kolkata,OLD_CITY,AFTERNOON,HIGH,39,0.29
Pune,OLD_CITY,EVENING,MEDIUM,7,0.38
Delhi,OLD_CITY,MORNING,MEDIUM,82,0.15
Bengaluru,URBAN,MORNING,HIGH,46,0.23
Kolkata,OLD_CITY,EVENING,LOW,59,0.97
Hyderabad,URBAN,MORNING,HIGH,77,0.6
Bengaluru,URBAN,AFTERNOON,MEDIUM,24,0.96
Mumbai,OLD_CITY,MORNING,HIGH,40,0.23
Bengaluru,OLD_CITY,EVENING,MEDIUM,26,0.87
Kolkata,URBAN,MORNING,MEDIUM,33,0.54
Chennai,OLD_CITY,MORNING,MEDIUM,50,0.5
Pune,URBAN,AFTERNOON,LOW,22,0.86
Chennai,URBAN,EVENING,LOW,17,0.18
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,65,0.76
Kolkata,URBAN,EVENING,MEDIUM,28,0.68
Hyderabad,OLD_CITY,MORNING,MEDIUM,52,0.58
Chennai,OLD_CITY,MORNING,LOW,79,0.97
Hyderabad,OLD_CITY,EVENING,MEDIUM,66,0.62
Kolkata,URBAN,MORNING,LOW,37,0.45
Chennai,OLD_CITY,MORNING,HIGH,63,0.34
Bengaluru,OLD_CITY,AFTERNOON,LOW,2,0.22
Chennai,URBAN,MORNING,LOW,42,0.53
Mumbai,URBAN,AFTERNOON,MEDIUM,6,0.18
Delhi,URBAN,MORNING,LOW,41,0.99
Hyderabad,URBAN,MORNING,HIGH,13,0.8
Chennai,URBAN,AFTERNOON,HIGH,13,0.95
Pune,URBAN,EVENING,MEDIUM,71,0.3
Hyderabad,URBAN,AFTERNOON,LOW,31,0.26
Chennai,URBAN,AFTERNOON,HIGH,3,0.76
Delhi,OLD_CITY,MORNING,MEDIUM,51,0.69
Chennai,URBAN,MORNING,LOW,14,0.44
Chennai,OLD_CITY,MORNING,MEDIUM,55,0.15
Chennai,OLD_CITY,EVENING,LOW,19,0.18
Mumbai,OLD_CITY,AFTERNOON,LOW,2,0.93
Hyderabad,URBAN,MORNING,HIGH,5,0.2
Delhi,URBAN,MORNING,MEDIUM,58,0.85
Delhi,URBAN,MORNING,LOW,45,0.83
Chennai,OLD_CITY,MORNING,MEDIUM,38,0.14
