delivery_event_id,shipment_id,delivery_outcome,failure_reason,human_override_flag,delivery_delay_minutes
EVT000534,SHP000534,Delivered,Customer Unavailable,True,21
EVT000535,SHP000535,Delivered,Address Issue,False,199
EVT000536,SHP000536,Delivered,Customer Unavailable,True,217
EVT000537,SHP000537,Delivered,Traffic,True,274
EVT000538,SHP000538,Delayed,Customer Unavailable,False,167
EVT000539,SHP000539,Failed,Traffic,False,16
EVT000540,SHP000540,Delivered,Weather,False,218
EVT000541,SHP000541,Delivered,Customer Unavailable,False,133
EVT000542,SHP000542,Delivered,Traffic,False,20
EVT000543,SHP000543,Delayed,None,False,118
EVT000544,SHP000544,Delivered,Traffic,False,79
EVT000545,SHP000545,Delayed,Weather,True,179
EVT000546,SHP000546,Delivered,None,True,96
EVT000547,SHP000547,Delivered,None,True,262
EVT000548,SHP000548,Delayed,None,False,29
EVT000549,SHP000549,Delivered,Traffic,False,30
EVT000550,SHP000550,Delivered,None,False,52
EVT000551,SHP000551,Delivered,None,False,41
EVT000552,SHP000552,Delivered,Weather,True,65
EVT000553,SHP000553,Delivered,Address Issue,False,147
EVT000554,SHP000554,Delivered,Address Issue,False,87
EVT000555,SHP000555,Delayed,None,False,191
EVT000556,SHP000556,Failed,Traffic,False,197
EVT000557,SHP000557,Delivered,Customer Unavailable,False,251
EVT000558,SHP000558,Delivered,Address Issue,False,167
EVT000559,SHP000559,Failed,None,False,168
EVT000560,SHP000560,Delayed,Address Issue,False,196
EVT000561,SHP000561,Delayed,None,True,78
EVT000562,SHP000562,Delivered,None,False,66
EVT000563,SHP000563,Delivered,Address Issue,False,127
EVT000564,SHP000564,Delivered,Weather,False,76
EVT000565,SHP000565,Delivered,Customer Unavailable,False,241
EVT000566,SHP000566,Delivered,None,False,198
EVT000567,SHP000567,Delivered,None,False,225
EVT000568,SHP000568,Delivered,Weather,False,7
EVT000569,SHP000569,Delivered,None,False,9
EVT000570,SHP000570,Delivered,Address Issue,False,12
EVT000571,SHP000571,Delivered,None,False,63
EVT000572,SHP000572,Delivered,Address Issue,True,140
EVT000573,SHP000573,Delivered,None,False,153
EVT000574,SHP000574,Failed,None,True,129
EVT000575,SHP000575,Delivered,Address Issue,False,0
EVT000576,SHP000576,Delayed,Customer Unavailable,False,143
EVT000577,SHP000577,Delivered,None,False,297
EVT000578,SHP000578,Delivered,Customer Unavailable,False,15
EVT000579,SHP000579,Delivered,Customer Unavailable,True,166
EVT000580,SHP000580,Delivered,Customer Unavailable,False,210
EVT000581,SHP000581,Delivered,Weather,False,113
EVT000582,SHP000582,Delivered,Traffic,False,264
EVT000583,SHP000583,Delivered,None,False,140
EVT000584,SHP000584,Delivered,Customer Unavailable,False,27
EVT000585,SHP000585,Delivered,Address Issue,True,185
EVT000586,SHP000586,Delivered,Customer Unavailable,True,37
EVT000587,SHP000587,Delivered,Customer Unavailable,False,168
EVT000588,SHP000588,Delivered,None,False,261
EVT000589,SHP000589,Delivered,None,False,51
EVT000590,SHP000590,Delivered,Customer Unavailable,False,237
EVT000591,SHP000591,Delayed,Customer Unavailable,False,168
EVT000592,SHP000592,Delivered,None,False,121
EVT000593,SHP000593,Delivered,None,False,29
EVT000594,SHP000594,Failed,None,False,214
EVT000595,SHP000595,Delayed,Customer Unavailable,False,124
EVT000596,SHP000596,Failed,Weather,False,42
EVT000597,SHP000597,Delivered,Customer Unavailable,False,219
EVT000598,SHP000598,Delivered,Customer Unavailable,False,254
EVT000599,SHP000599,Delivered,Customer Unavailable,False,31
EVT000600,SHP000600,Failed,Customer Unavailable,False,293
EVT000601,SHP000601,Delivered,Customer Unavailable,False,197
EVT000602,SHP000602,Delivered,Customer Unavailable,False,191
EVT000603,SHP000603,Delivered,Address Issue,False,118
EVT000604,SHP000604,Delivered,Customer Unavailable,True,294
EVT000605,SHP000605,Delayed,Customer Unavailable,True,60
EVT000606,SHP000606,Delivered,Address Issue,False,172
EVT000607,SHP000607,Delayed,Address Issue,False,192
EVT000608,SHP000608,Delayed,Weather,False,120
EVT000609,SHP000609,Delivered,Weather,False,273
EVT000610,SHP000610,Delivered,Customer Unavailable,False,245
EVT000611,SHP000611,Delivered,Weather,False,39
EVT000612,SHP000612,Delayed,None,False,110
EVT000613,SHP000613,Delivered,Customer Unavailable,True,196
EVT000614,SHP000614,Delivered,Customer Unavailable,False,196
EVT000615,SHP000615,Delivered,Address Issue,True,239
EVT000616,SHP000616,Delivered,Customer Unavailable,True,37
EVT000617,SHP000617,Delayed,Traffic,True,92
EVT000618,SHP000618,Delayed,Weather,False,249
EVT000619,SHP000619,Delivered,Weather,False,213
EVT000620,SHP000620,Delivered,Weather,False,69
EVT000621,SHP000621,Delivered,Customer Unavailable,False,226
EVT000622,SHP000622,Delivered,Address Issue,True,165
EVT000623,SHP000623,Delivered,Address Issue,False,295
EVT000624,SHP000624,Delivered,None,False,16
EVT000625,SHP000625,Delivered,Traffic,True,108
EVT000626,SHP000626,Delivered,Traffic,False,11
EVT000627,SHP000627,Delivered,Customer Unavailable,False,115
EVT000628,SHP000628,Delayed,Address Issue,False,225
EVT000629,SHP000629,Failed,Customer Unavailable,False,153
EVT000630,SHP000630,Delivered,Customer Unavailable,False,121
EVT000631,SHP000631,Delivered,Customer Unavailable,False,54
EVT000632,SHP000632,Delivered,Customer Unavailable,False,87
EVT000633,SHP000633,Delivered,Weather,False,263
EVT000634,SHP000634,Delivered,None,False,298
EVT000635,SHP000635,Delayed,Customer Unavailable,False,110
EVT000636,SHP000636,Delivered,Customer Unavailable,False,186
EVT000637,SHP000637,Delivered,None,True,288
EVT000638,SHP000638,Delivered,Address Issue,False,100
EVT000639,SHP000639,Delivered,Weather,False,169
EVT000640,SHP000640,Delivered,Customer Unavailable,False,233
EVT000641,SHP000641,Delivered,None,True,263
EVT000642,SHP000642,Delivered,Address Issue,False,199
EVT000643,SHP000643,Delivered,None,True,91
EVT000644,SHP000644,Delivered,Customer Unavailable,False,7
EVT000645,SHP000645,Delivered,None,False,167
EVT000646,SHP000646,Delayed,Address Issue,True,173
EVT000647,SHP000647,Delivered,None,False,273
EVT000648,SHP000648,Delivered,Customer Unavailable,False,166
EVT000649,SHP000649,Delivered,Address Issue,False,156
EVT000650,SHP000650,Delayed,Traffic,False,70
EVT000651,SHP000651,Delivered,Customer Unavailable,True,244
EVT000652,SHP000652,Delivered,None,False,16
EVT000653,SHP000653,Delivered,None,False,18
EVT000654,SHP000654,Delivered,Address Issue,True,260
EVT000655,SHP000655,Delivered,Weather,False,155
EVT000656,SHP000656,Delivered,Customer Unavailable,False,77
EVT000657,SHP000657,Delivered,Weather,False,226
EVT000658,SHP000658,Delivered,Weather,False,289
EVT000659,SHP000659,Delivered,Weather,False,182
EVT000660,SHP000660,Delayed,None,True,276
EVT000661,SHP000661,Delivered,None,False,163
EVT000662,SHP000662,Delivered,None,False,105
EVT000663,SHP000663,Failed,Customer Unavailable,False,74
EVT000664,SHP000664,Delivered,Address Issue,False,170
EVT000665,SHP000665,Delivered,Address Issue,False,160
EVT000666,SHP000666,Delivered,Customer Unavailable,False,230
EVT000667,SHP000667,Delivered,Customer Unavailable,True,267
EVT000668,SHP000668,Delivered,Weather,False,90
EVT000669,SHP000669,Delivered,Customer Unavailable,False,15
EVT000670,SHP000670,Delivered,Customer Unavailable,False,153
EVT000671,SHP000671,Delivered,None,False,192
EVT000672,SHP000672,Delivered,Weather,False,275
EVT000673,SHP000673,Delivered,None,True,54
EVT000674,SHP000674,Delivered,None,False,281
EVT000675,SHP000675,Delivered,None,False,101
EVT000676,SHP000676,Delivered,Customer Unavailable,False,218
EVT000677,SHP000677,Delivered,None,False,68
EVT000678,SHP000678,Delivered,None,False,217
EVT000679,SHP000679,Delivered,Weather,True,270
EVT000680,SHP000680,Delayed,Address Issue,False,158
EVT000681,SHP000681,Delayed,Address Issue,False,105
EVT000682,SHP000682,Delivered,Customer Unavailable,False,222
EVT000683,SHP000683,Delivered,Weather,False,14
EVT000684,SHP000684,Delivered,Customer Unavailable,False,167
EVT000685,SHP000685,Delivered,None,False,159
EVT000686,SHP000686,Delivered,None,False,265
EVT000687,SHP000687,Delivered,Traffic,False,165
EVT000688,SHP000688,Delivered,Weather,True,295
EVT000689,SHP000689,Delivered,Address Issue,False,109
EVT000690,SHP000690,Delayed,None,False,31
EVT000691,SHP000691,Delivered,Address Issue,False,164
EVT000692,SHP000692,Delivered,None,False,277
EVT000693,SHP000693,Delivered,Customer Unavailable,False,31
EVT000694,SHP000694,Delivered,Customer Unavailable,True,222
EVT000695,SHP000695,Delivered,Customer Unavailable,False,53
EVT000696,SHP000696,Delivered,None,False,149
EVT000697,SHP000697,Delivered,Customer Unavailable,True,254
EVT000698,SHP000698,Delivered,None,True,108
EVT000699,SHP000699,Delivered,Weather,False,225
EVT000700,SHP000700,Delivered,Weather,False,85
EVT000701,SHP000701,Delivered,None,False,286
EVT000702,SHP000702,Delivered,None,False,207
EVT000703,SHP000703,Delivered,None,True,48
EVT000704,SHP000704,Failed,Address Issue,False,11
EVT000705,SHP000705,Delivered,Traffic,False,59
EVT000706,SHP000706,Delayed,Address Issue,True,248
EVT000707,SHP000707,Delivered,Traffic,False,83
EVT000708,SHP000708,Delivered,Customer Unavailable,False,100
EVT000709,SHP000709,Delivered,Customer Unavailable,False,138
EVT000710,SHP000710,Delivered,Customer Unavailable,False,156
EVT000711,SHP000711,Delivered,Weather,False,252
EVT000712,SHP000712,Delivered,Address Issue,False,228
EVT000713,SHP000713,Delayed,Customer Unavailable,False,59
EVT000714,SHP000714,Failed,Address Issue,True,117
EVT000715,SHP000715,Delivered,None,False,197
EVT000716,SHP000716,Delivered,Customer Unavailable,False,149
EVT000717,SHP000717,Delivered,None,False,26
EVT000718,SHP000718,Delivered,Customer Unavailable,True,264
EVT000719,SHP000719,Delayed,Address Issue,True,198
EVT000720,SHP000720,Delivered,None,True,135
EVT000721,SHP000721,Delivered,Traffic,False,274
EVT000722,SHP000722,Delivered,None,False,208
EVT000723,SHP000723,Delivered,None,True,16
EVT000724,SHP000724,Failed,None,False,287
EVT000725,SHP000725,Delayed,Traffic,False,189
EVT000726,SHP000726,Delivered,Weather,False,287
EVT000727,SHP000727,Delivered,Customer Unavailable,False,198
EVT000728,SHP000728,Delivered,Address Issue,False,41
EVT000729,SHP000729,Delivered,Customer Unavailable,False,155
EVT000730,SHP000730,Delivered,Customer Unavailable,False,44
EVT000731,SHP000731,Delayed,Customer Unavailable,False,61
EVT000732,SHP000732,Delivered,Weather,True,17
EVT000733,SHP000733,Delivered,None,False,280
EVT000734,SHP000734,Delivered,Weather,False,236
EVT000735,SHP000735,Delivered,None,False,202
EVT000736,SHP000736,Delivered,Address Issue,False,29
EVT000737,SHP000737,Failed,Customer Unavailable,False,142
EVT000738,SHP000738,Delivered,None,False,128
EVT000739,SHP000739,Delivered,None,False,209
EVT000740,SHP000740,Failed,Weather,False,247
EVT000741,SHP000741,Delayed,Traffic,False,290
EVT000742,SHP000742,Delivered,None,True,2
EVT000743,SHP000743,Delivered,Address Issue,False,100
EVT000744,SHP000744,Delayed,Customer Unavailable,False,137
EVT000745,SHP000745,Delivered,Customer Unavailable,False,245
EVT000746,SHP000746,Delivered,Address Issue,True,37
EVT000747,SHP000747,Delivered,None,False,72
EVT000748,SHP000748,Delivered,Customer Unavailable,False,272
EVT000749,SHP000749,Delayed,Address Issue,True,57
EVT000750,SHP000750,Delivered,Address Issue,True,4
EVT000751,SHP000751,Delivered,None,False,56
EVT000752,SHP000752,Delivered,Customer Unavailable,True,69
EVT000753,SHP000753,Delivered,Weather,True,146
EVT000754,SHP000754,Failed,Weather,True,274
EVT000755,SHP000755,Delivered,Customer Unavailable,False,88
EVT000756,SHP000756,Delivered,None,True,224
EVT000757,SHP000757,Delayed,Weather,False,60
EVT000758,SHP000758,Delivered,Weather,False,51
EVT000759,SHP000759,Delivered,None,True,100
EVT000760,SHP000760,Delivered,Address Issue,False,81
EVT000761,SHP000761,Delivered,Customer Unavailable,False,35
EVT000762,SHP000762,Delivered,Customer Unavailable,False,50
EVT000763,SHP000763,Delivered,None,True,291
EVT000764,SHP000764,Delivered,Weather,False,282
EVT000765,SHP000765,Delivered,Address Issue,True,295
EVT000766,SHP000766,Delayed,Address Issue,False,263
EVT000767,SHP000767,Delivered,Customer Unavailable,False,81
EVT000768,SHP000768,Delivered,Weather,False,208
EVT000769,SHP000769,Delivered,Traffic,False,47
EVT000770,SHP000770,Delayed,Weather,False,67
EVT000771,SHP000771,Delivered,None,False,241
EVT000772,SHP000772,Delayed,Address Issue,False,145
EVT000773,SHP000773,Delivered,Customer Unavailable,False,125
EVT000774,SHP000774,Delivered,Customer Unavailable,False,127
EVT000775,SHP000775,Delivered,Weather,False,72
EVT000776,SHP000776,Delivered,None,False,190
EVT000777,SHP000777,Delivered,None,False,90
EVT000778,SHP000778,Delivered,Customer Unavailable,False,205
EVT000779,SHP000779,Delivered,Customer Unavailable,True,228
EVT000780,SHP000780,Delayed,Customer Unavailable,False,210
EVT000781,SHP000781,Delivered,Address Issue,True,34
EVT000782,SHP000782,Delivered,Customer Unavailable,False,50
EVT000783,SHP000783,Delivered,Customer Unavailable,False,120
EVT000784,SHP000784,Delivered,Weather,False,28
EVT000785,SHP000785,Delivered,Weather,False,90
EVT000786,SHP000786,Failed,Weather,True,93
EVT000787,SHP000787,Delivered,Weather,False,88
EVT000788,SHP000788,Failed,Address Issue,True,73
EVT000789,SHP000789,Failed,Customer Unavailable,False,114
EVT000790,SHP000790,Delivered,Customer Unavailable,True,266
EVT000791,SHP000791,Failed,Traffic,False,30
EVT000792,SHP000792,Delivered,Customer Unavailable,False,202
EVT000793,SHP000793,Delayed,Traffic,False,86
EVT000794,SHP000794,Delivered,Traffic,False,106
EVT000795,SHP000795,Delayed,Traffic,False,122
EVT000796,SHP000796,Delivered,None,False,59
EVT000797,SHP000797,Delivered,None,False,40
EVT000798,SHP000798,Delayed,Traffic,True,263
EVT000799,SHP000799,Delayed,Traffic,False,299
EVT000800,SHP000800,Delivered,None,False,103
EVT000801,SHP000801,Delivered,Address Issue,True,113
EVT000802,SHP000802,Delivered,Customer Unavailable,False,246
EVT000803,SHP000803,Delayed,Address Issue,False,3
EVT000804,SHP000804,Delivered,Traffic,True,157
EVT000805,SHP000805,Delivered,Customer Unavailable,False,237
EVT000806,SHP000806,Delivered,Customer Unavailable,False,55
EVT000807,SHP000807,Delivered,None,False,239
EVT000808,SHP000808,Failed,None,False,5
EVT000809,SHP000809,Delayed,Traffic,False,137
EVT000810,SHP000810,Delayed,None,False,233
EVT000811,SHP000811,Delivered,Address Issue,False,233
EVT000812,SHP000812,Delivered,Traffic,False,67
EVT000813,SHP000813,Delivered,None,False,67
EVT000814,SHP000814,Delivered,Traffic,False,65
EVT000815,SHP000815,Delivered,Address Issue,False,89
EVT000816,SHP000816,Delivered,Customer Unavailable,False,246
EVT000817,SHP000817,Delivered,Weather,False,119
EVT000818,SHP000818,Delivered,Address Issue,False,298
EVT000819,SHP000819,Delivered,Customer Unavailable,False,8
EVT000820,SHP000820,Delivered,None,True,116
EVT000821,SHP000821,Delayed,None,False,296
EVT000822,SHP000822,Delivered,Customer Unavailable,False,15
EVT000823,SHP000823,Failed,Customer Unavailable,False,280
EVT000824,SHP000824,Delivered,None,False,205
EVT000825,SHP000825,Delivered,Weather,False,95
EVT000826,SHP000826,Delivered,Weather,False,58
EVT000827,SHP000827,Delayed,Traffic,False,48
EVT000828,SHP000828,Delivered,Address Issue,True,164
EVT000829,SHP000829,Delivered,Address Issue,False,24
EVT000830,SHP000830,Failed,None,False,167
EVT000831,SHP000831,Delayed,Address Issue,False,274
EVT000832,SHP000832,Delivered,Weather,False,194
EVT000833,SHP000833,Delivered,Traffic,False,226
EVT000834,SHP000834,Delivered,Traffic,False,58
EVT000835,SHP000835,Delivered,Traffic,False,181
EVT000836,SHP000836,Delayed,Weather,True,55
EVT000837,SHP000837,Delayed,None,True,140
EVT000838,SHP000838,Delayed,Customer Unavailable,False,70
EVT000839,SHP000839,Delivered,Customer Unavailable,False,168
EVT000840,SHP000840,Delivered,None,False,38
EVT000841,SHP000841,Delivered,Customer Unavailable,False,143
EVT000842,SHP000842,Failed,Weather,False,158
EVT000843,SHP000843,Delivered,Traffic,False,156
EVT000844,SHP000844,Delivered,Address Issue,False,103
EVT000845,SHP000845,Delivered,Traffic,False,193
EVT000846,SHP000846,Delayed,None,False,3
EVT000847,SHP000847,Delivered,None,False,46
EVT000848,SHP000848,Delivered,Customer Unavailable,False,189
EVT000849,SHP000849,Delivered,None,False,184
EVT000850,SHP000850,Delivered,None,False,97
EVT000851,SHP000851,Delivered,Customer Unavailable,False,25
EVT000852,SHP000852,Delivered,Customer Unavailable,False,299
EVT000853,SHP000853,Delivered,Traffic,False,52
EVT000854,SHP000854,Delivered,None,True,131
EVT000855,SHP000855,Delivered,Weather,False,79
EVT000856,SHP000856,Delivered,Weather,False,87
EVT000857,SHP000857,Delivered,Customer Unavailable,False,279
EVT000858,SHP000858,Delayed,Traffic,False,46
EVT000859,SHP000859,Delayed,Weather,False,248
EVT000860,SHP000860,Delivered,Customer Unavailable,False,141
EVT000861,SHP000861,Delivered,Weather,False,251
EVT000862,SHP000862,Delivered,None,False,201
EVT000863,SHP000863,Delayed,None,False,211
EVT000864,SHP000864,Delivered,None,False,251
EVT000865,SHP000865,Delayed,Address Issue,False,161
EVT000866,SHP000866,Failed,Address Issue,False,273
EVT000867,SHP000867,Delayed,Traffic,False,140
EVT000868,SHP000868,Failed,Address Issue,False,270
EVT000869,SHP000869,Delayed,Traffic,False,123
EVT000870,SHP000870,Delivered,Customer Unavailable,False,37
EVT000871,SHP000871,Delivered,None,False,113
EVT000872,SHP000872,Failed,None,False,100
EVT000873,SHP000873,Delivered,None,False,44
EVT000874,SHP000874,Delayed,None,False,0
EVT000875,SHP000875,Delayed,None,False,206
EVT000876,SHP000876,Delivered,Customer Unavailable,False,71
EVT000877,SHP000877,Delivered,Customer Unavailable,False,190
EVT000878,SHP000878,Delivered,None,False,179
EVT000879,SHP000879,Delivered,Weather,False,88
EVT000880,SHP000880,Delivered,Traffic,False,134
EVT000881,SHP000881,Delivered,Address Issue,True,125
EVT000882,SHP000882,Delivered,None,False,205
EVT000883,SHP000883,Failed,Customer Unavailable,False,126
EVT000884,SHP000884,Delivered,None,True,33
EVT000885,SHP000885,Delivered,Customer Unavailable,True,172
EVT000886,SHP000886,Delivered,Address Issue,False,184
EVT000887,SHP000887,Delivered,None,False,196
