weather_event_id,city,rainfall_mm,weather_severity,weather_impact_factor
WTH000663,Kolkata,0.06,High,74
WTH000664,Delhi,2.1,Low,29
WTH000665,Hyderabad,2.32,Low,51
WTH000666,Mumbai,0.6,Low,16
WTH000667,Kolkata,1.02,Low,34
WTH000668,Chennai,5.31,Low,40
WTH000669,Pune,3.63,High,85
WTH000670,Pune,5.22,High,86
WTH000671,Ahmedabad,8.03,Low,30
WTH000672,Mumbai,7.54,Low,15
WTH000673,Bangalore,0.38,Low,26
WTH000674,Pune,5.23,Low,42
WTH000675,Pune,6.35,Medium,44
WTH000676,Chennai,2.73,Low,54
WTH000677,Bangalore,4.69,Low,18
WTH000678,Mumbai,0.28,Medium,8
WTH000679,Hyderabad,0.71,High,81
WTH000680,Ahmedabad,1.18,Low,57
WTH000681,Ahmedabad,0.63,High,99
WTH000682,Ahmedabad,1.37,Medium,42
WTH000683,Hyderabad,2.26,Low,11
WTH000684,Kolkata,0.45,Low,7
WTH000685,Ahmedabad,1.31,Medium,11
WTH000686,Mumbai,0.25,Low,15
WTH000687,Kolkata,0.51,Low,52
WTH000688,Mumbai,3.43,Low,7
WTH000689,Chennai,1.41,Low,43
WTH000690,Bangalore,2.16,Low,15
WTH000691,Ahmedabad,0.26,Low,16
WTH000692,Pune,1.71,Medium,19
WTH000693,Chennai,5.76,Low,41
WTH000694,Hyderabad,0.98,Low,12
WTH000695,Hyderabad,1.56,Medium,26
WTH000696,Bangalore,0.85,Low,54
WTH000697,Bangalore,2.26,Low,48
WTH000698,Kolkata,2.26,Low,6
WTH000699,Bangalore,5.74,Low,23
WTH000700,Kolkata,4.09,Low,45
WTH000701,Pune,2.69,Medium,11
WTH000702,Ahmedabad,2.44,Low,10
WTH000703,Ahmedabad,0.59,Low,28
WTH000704,Bangalore,2.08,Medium,58
WTH000705,Delhi,0.01,Low,34
WTH000706,Kolkata,3.84,Medium,43
WTH000707,Ahmedabad,0.15,Medium,18
WTH000708,Kolkata,6.38,Low,39
WTH000709,Pune,3.39,Medium,35
WTH000710,Hyderabad,0.24,Low,36
WTH000711,Pune,2.44,Low,54
WTH000712,Bangalore,6.55,Medium,26
WTH000713,Kolkata,3.15,Low,14
WTH000714,Pune,4.28,Low,20
WTH000715,Delhi,4.53,Medium,22
WTH000716,Bangalore,4.3,Low,13
WTH000717,Chennai,1.19,Medium,23
WTH000718,Kolkata,1.53,Medium,55
WTH000719,Ahmedabad,1.22,Medium,45
WTH000720,Mumbai,3.22,Low,31
WTH000721,Chennai,6.13,Low,38
WTH000722,Bangalore,0.66,Low,30
WTH000723,Mumbai,4.87,Medium,35
WTH000724,Chennai,0.02,Medium,13
WTH000725,Delhi,2.59,Low,17
WTH000726,Kolkata,0.9,High,92
WTH000727,Delhi,4.12,Medium,36
WTH000728,Pune,4.65,High,74
WTH000729,Delhi,1.14,Medium,36
WTH000730,Pune,0.8,Low,37
WTH000731,Pune,4.91,Low,18
WTH000732,Kolkata,3.9,Low,14
WTH000733,Chennai,1.12,Low,44
WTH000734,Hyderabad,2.01,Low,5
WTH000735,Pune,0.15,Medium,56
WTH000736,Pune,0.46,Medium,27
WTH000737,Chennai,1.28,Low,12
WTH000738,Hyderabad,1.63,Low,28
WTH000739,Delhi,5.2,Medium,40
WTH000740,Delhi,0.45,Medium,16
WTH000741,Delhi,2.85,Medium,59
WTH000742,Kolkata,0.81,Low,46
WTH000743,Ahmedabad,3.78,Low,11
WTH000744,Delhi,1.95,Low,27
WTH000745,Mumbai,7.71,Medium,17
WTH000746,Bangalore,6.76,Low,55
WTH000747,Chennai,1.89,Low,29
WTH000748,Bangalore,6.99,Low,25
WTH000749,Mumbai,0.23,Low,19
WTH000750,Chennai,1.48,Medium,17
WTH000751,Mumbai,2.27,Low,17
WTH000752,Chennai,0.6,Low,40
WTH000753,Ahmedabad,2.86,Low,48
WTH000754,Bangalore,0.2,Low,58
WTH000755,Bangalore,1.82,Low,23
WTH000756,Kolkata,3.24,Low,33
WTH000757,Hyderabad,1.86,Medium,6
WTH000758,Ahmedabad,0.54,Medium,37
WTH000759,Ahmedabad,0.11,Medium,34
WTH000760,Chennai,6.81,Low,8
WTH000761,Hyderabad,1.21,Low,5
WTH000762,Ahmedabad,0.11,Low,24
WTH000763,Pune,0.07,Low,35
WTH000764,Mumbai,0.5,Low,13
WTH000765,Hyderabad,0.02,Low,40
WTH000766,Delhi,0.28,Low,26
WTH000767,Hyderabad,1.31,Low,46
WTH000768,Bangalore,1.65,Low,29
WTH000769,Ahmedabad,4.63,Low,16
WTH000770,Chennai,0.1,Low,59
WTH000771,Kolkata,0.1,Medium,34
WTH000772,Pune,2.21,Medium,25
WTH000773,Pune,0.21,Low,49
WTH000774,Delhi,1.16,Medium,48
WTH000775,Bangalore,8.43,Low,5
WTH000776,Pune,1.51,Medium,26
WTH000777,Ahmedabad,0.28,Low,19
WTH000778,Pune,1.72,Medium,52
WTH000779,Pune,3.99,Low,8
WTH000780,Chennai,1.86,Medium,26
WTH000781,Delhi,0.8,Low,50
WTH000782,Chennai,5.48,Medium,55
WTH000783,Pune,1.35,Low,59
WTH000784,Chennai,1.85,Low,11
WTH000785,Ahmedabad,2.14,Low,31
WTH000786,Ahmedabad,6.77,Low,20
WTH000787,Hyderabad,7.03,Low,35
WTH000788,Chennai,1.38,Medium,35
WTH000789,Pune,0.69,Low,58
WTH000790,Kolkata,1.26,Low,41
WTH000791,Hyderabad,1.55,Low,18
WTH000792,Ahmedabad,4.95,Low,47
WTH000793,Ahmedabad,7.16,Low,58
WTH000794,Ahmedabad,2.55,Low,26
WTH000795,Pune,7.44,Low,21
WTH000796,Chennai,6.49,High,65
WTH000797,Hyderabad,2.64,Low,32
WTH000798,Pune,1.14,Low,53
WTH000799,Chennai,1.64,Low,35
WTH000800,Delhi,4.71,Low,10
WTH000801,Delhi,1.49,Low,35
WTH000802,Pune,2.25,Medium,48
WTH000803,Delhi,0.84,High,90
WTH000804,Hyderabad,2.59,Medium,28
WTH000805,Chennai,6.04,Low,25
WTH000806,Pune,3.31,Low,11
WTH000807,Pune,0.79,Low,14
WTH000808,Bangalore,1.38,Medium,24
WTH000809,Ahmedabad,1.61,Low,35
WTH000810,Ahmedabad,5.07,Medium,42
WTH000811,Chennai,2.68,High,63
WTH000812,Kolkata,1.98,Medium,25
WTH000813,Chennai,2.8,Low,8
WTH000814,Mumbai,2.34,Low,42
WTH000815,Bangalore,1.75,High,69
WTH000816,Hyderabad,0.31,Low,6
WTH000817,Ahmedabad,0.71,Medium,13
WTH000818,Mumbai,0.11,Low,32
WTH000819,Chennai,2.32,Low,59
WTH000820,Kolkata,2.62,Low,24
WTH000821,Ahmedabad,3.14,Low,37
WTH000822,Ahmedabad,1.88,Low,37
WTH000823,Pune,4.81,Medium,31
WTH000824,Chennai,1.06,Low,13
WTH000825,Delhi,2.2,Low,53
WTH000826,Kolkata,2.57,Low,54
WTH000827,Mumbai,0.55,Medium,55
WTH000828,Pune,5.38,Low,16
WTH000829,Delhi,2.94,Low,41
WTH000830,Bangalore,1.84,Medium,47
WTH000831,Pune,0.94,Medium,58
WTH000832,Pune,5.02,Low,22
WTH000833,Delhi,2.02,Low,13
WTH000834,Chennai,4.73,Low,28
WTH000835,Delhi,0.59,Medium,56
WTH000836,Chennai,3.11,Low,54
WTH000837,Mumbai,0.57,Medium,42
WTH000838,Chennai,0.57,Low,15
WTH000839,Ahmedabad,6.89,Medium,7
WTH000840,Bangalore,11.58,Low,9
WTH000841,Kolkata,5.51,Low,21
WTH000842,Delhi,6.23,Low,6
WTH000843,Kolkata,1.58,Low,5
WTH000844,Mumbai,2.25,Medium,17
WTH000845,Mumbai,2.24,High,82
WTH000846,Delhi,2.75,Medium,58
WTH000847,Chennai,24.41,Low,14
WTH000848,Bangalore,5.85,Medium,44
WTH000849,Ahmedabad,1.6,High,71
WTH000850,Kolkata,0.16,Medium,59
WTH000851,Mumbai,4.66,Low,50
WTH000852,Pune,0.57,Low,32
WTH000853,Ahmedabad,7.08,Low,12
WTH000854,Hyderabad,0.42,Medium,13
WTH000855,Mumbai,0.91,Low,21
WTH000856,Bangalore,6.58,Low,26
WTH000857,Mumbai,1.78,Low,34
WTH000858,Hyderabad,0.82,Low,24
WTH000859,Mumbai,3.91,Low,17
WTH000860,Pune,3.89,Low,27
WTH000861,Hyderabad,3.18,Low,47
WTH000862,Chennai,0.59,Low,45
WTH000863,Mumbai,0.98,Low,22
WTH000864,Ahmedabad,5.54,Low,22
WTH000865,Mumbai,1.12,Low,53
WTH000866,Mumbai,0.67,Low,9
WTH000867,Bangalore,1.25,Low,7
WTH000868,Chennai,0.88,High,73
WTH000869,Delhi,2.0,Medium,25
WTH000870,Hyderabad,2.43,Low,46
WTH000871,Bangalore,6.63,Low,9
WTH000872,Chennai,1.61,Low,49
WTH000873,Delhi,1.33,Low,20
WTH000874,Delhi,0.66,High,75
WTH000875,Delhi,5.98,Low,43
WTH000876,Delhi,4.34,Low,29
WTH000877,Hyderabad,4.51,Low,36
WTH000878,Delhi,3.86,Low,27
WTH000879,Hyderabad,5.35,Low,27
WTH000880,Bangalore,0.31,Low,57
WTH000881,Delhi,6.5,Low,51
WTH000882,Mumbai,1.98,Low,30
WTH000883,Pune,1.61,Medium,36
WTH000884,Bangalore,5.47,Low,21
WTH000885,Bangalore,0.25,Low,19
WTH000886,Hyderabad,1.09,Medium,50
WTH000887,Chennai,0.22,Medium,50
WTH000888,Mumbai,0.11,Low,19
WTH000889,Kolkata,0.33,Medium,28
WTH000890,Bangalore,0.7,Low,15
WTH000891,Chennai,3.59,Low,51
WTH000892,Bangalore,3.44,Low,28
WTH000893,Kolkata,3.92,Low,12
WTH000894,Ahmedabad,3.96,High,78
WTH000895,Hyderabad,6.68,Low,46
WTH000896,Chennai,2.89,Low,35
WTH000897,Hyderabad,3.98,Low,45
WTH000898,Chennai,1.78,Low,27
WTH000899,Delhi,1.27,Medium,59
WTH000900,Pune,0.1,Low,16
WTH000901,Chennai,3.72,Low,30
WTH000902,Chennai,1.81,High,68
WTH000903,Delhi,1.55,Low,5
WTH000904,Delhi,0.06,Low,56
WTH000905,Mumbai,6.35,High,71
WTH000906,Pune,2.07,Medium,32
WTH000907,Delhi,0.24,Medium,44
WTH000908,Delhi,4.12,Medium,19
WTH000909,Bangalore,2.13,Medium,35
WTH000910,Pune,0.69,Low,10
WTH000911,Ahmedabad,0.62,Medium,7
WTH000912,Bangalore,0.09,Low,18
WTH000913,Kolkata,8.42,Low,17
WTH000914,Pune,10.48,Low,59
WTH000915,Delhi,3.28,Medium,21
WTH000916,Bangalore,6.97,Medium,10
WTH000917,Mumbai,2.11,Low,56
WTH000918,Pune,9.24,Low,37
WTH000919,Pune,2.18,Low,52
WTH000920,Hyderabad,0.39,Medium,9
WTH000921,Delhi,3.58,Low,45
WTH000922,Ahmedabad,3.44,Medium,45
WTH000923,Kolkata,0.45,Medium,15
WTH000924,Kolkata,0.84,Low,42
WTH000925,Pune,0.54,Low,9
WTH000926,Bangalore,3.28,Low,9
WTH000927,Chennai,6.7,Low,31
WTH000928,Bangalore,3.31,Low,31
WTH000929,Mumbai,2.08,Medium,46
WTH000930,Bangalore,5.46,Low,12
WTH000931,Ahmedabad,0.28,Medium,25
WTH000932,Mumbai,2.7,Low,39
WTH000933,Ahmedabad,2.66,Low,48
WTH000934,Ahmedabad,5.46,Low,48
WTH000935,Ahmedabad,1.82,Low,7
WTH000936,Hyderabad,1.22,Low,47
WTH000937,Ahmedabad,1.36,Low,36
WTH000938,Kolkata,12.79,Low,5
WTH000939,Delhi,13.79,Medium,12
WTH000940,Kolkata,0.22,Low,48
WTH000941,Delhi,10.1,Low,21
WTH000942,Mumbai,1.96,High,85
WTH000943,Ahmedabad,0.96,Low,53
WTH000944,Kolkata,0.5,Low,21
WTH000945,Hyderabad,1.16,Medium,59
WTH000946,Chennai,2.88,Medium,27
WTH000947,Chennai,1.51,High,78
WTH000948,Ahmedabad,1.28,Low,15
WTH000949,Kolkata,2.74,Low,51
WTH000950,Delhi,3.63,Low,7
WTH000951,Kolkata,4.27,Low,45
WTH000952,Chennai,1.15,Low,58
WTH000953,Pune,1.69,Medium,39
WTH000954,Chennai,2.51,Low,16
WTH000955,Ahmedabad,2.31,Low,44
WTH000956,Delhi,6.52,Low,57
WTH000957,Ahmedabad,6.92,Medium,58
WTH000958,Bangalore,6.09,Low,25
WTH000959,Hyderabad,1.41,Low,49
WTH000960,Kolkata,2.58,Low,34
WTH000961,Chennai,0.03,Low,48
WTH000962,Bangalore,5.21,Low,59
WTH000963,Pune,7.46,Low,29
WTH000964,Ahmedabad,2.31,Low,45
WTH000965,Kolkata,0.54,Medium,15
WTH000966,Bangalore,0.06,Medium,44
WTH000967,Hyderabad,3.52,Low,44
WTH000968,Mumbai,5.3,Low,49
WTH000969,Kolkata,5.59,Low,5
WTH000970,Pune,3.24,Low,37
WTH000971,Kolkata,6.41,Medium,11
WTH000972,Delhi,5.1,Low,25
WTH000973,Mumbai,0.25,Low,55
WTH000974,Ahmedabad,0.93,Low,12
WTH000975,Pune,2.06,Low,38
WTH000976,Hyderabad,1.11,Medium,27
WTH000977,Kolkata,2.29,Low,54
WTH000978,Kolkata,0.64,Low,49
WTH000979,Chennai,4.05,Low,23
WTH000980,Chennai,0.95,Medium,47
WTH000981,Delhi,0.61,Medium,56
WTH000982,Hyderabad,0.04,Low,22
WTH000983,Bangalore,0.71,Medium,10
WTH000984,Ahmedabad,0.45,High,61
WTH000985,Hyderabad,3.3,Low,19
WTH000986,Pune,2.49,Low,48
WTH000987,Chennai,5.39,Medium,53
WTH000988,Delhi,0.45,Low,59
WTH000989,Pune,0.45,Low,55
WTH000990,Ahmedabad,1.0,Medium,38
WTH000991,Chennai,0.97,Low,44
WTH000992,Chennai,4.81,Low,51
WTH000993,Hyderabad,5.15,Low,11
WTH000994,Bangalore,0.86,Low,57
WTH000995,Hyderabad,0.42,Low,32
WTH000996,Kolkata,2.81,Medium,50
WTH000997,Hyderabad,2.57,Medium,38
WTH000998,Kolkata,0.99,Low,45
WTH000999,Mumbai,5.13,High,87
WTH001000,Pune,2.41,High,74
WTH001001,Mumbai,2.67,Low,22
WTH001002,Mumbai,2.5,Low,57
WTH001003,Kolkata,3.01,Low,6
WTH001004,Mumbai,2.95,Low,28
WTH001005,Kolkata,0.72,Low,23
WTH001006,Hyderabad,2.0,Low,5
WTH001007,Mumbai,2.13,Low,51
WTH001008,Chennai,0.41,Low,57
WTH001009,Delhi,6.57,Low,15
WTH001010,Mumbai,1.53,Low,29
WTH001011,Bangalore,2.79,Medium,43
WTH001012,Hyderabad,3.23,Low,56
WTH001013,Kolkata,4.35,Medium,17
WTH001014,Ahmedabad,1.12,Medium,40
WTH001015,Chennai,6.23,Low,44
WTH001016,Delhi,2.16,Low,16
WTH001017,Hyderabad,1.77,Low,16
WTH001018,Kolkata,5.07,Low,45
WTH001019,Pune,0.27,High,78
WTH001020,Mumbai,0.12,High,95
WTH001021,Kolkata,7.44,Low,52
WTH001022,Pune,3.0,Low,48
WTH001023,Kolkata,6.48,Low,25
WTH001024,Bangalore,6.4,Medium,33
WTH001025,Ahmedabad,7.58,Low,27
WTH001026,Bangalore,3.89,Low,58
WTH001027,Chennai,0.08,Low,39
WTH001028,Mumbai,3.98,Low,52
WTH001029,Ahmedabad,0.47,Low,57
WTH001030,Bangalore,1.68,Low,49
WTH001031,Bangalore,6.94,Low,38
WTH001032,Kolkata,1.32,Low,36
WTH001033,Mumbai,2.37,Medium,27
WTH001034,Chennai,2.74,Low,11
WTH001035,Pune,1.41,Low,38
WTH001036,Pune,0.45,Low,24
WTH001037,Pune,1.72,Low,21
WTH001038,Ahmedabad,0.27,Medium,44
WTH001039,Chennai,2.07,Low,28
WTH001040,Pune,2.99,Low,52
WTH001041,Kolkata,0.2,Low,20
WTH001042,Mumbai,6.74,Low,31
WTH001043,Pune,1.08,Low,46
WTH001044,Ahmedabad,1.94,Low,17
WTH001045,Bangalore,5.74,Medium,7
WTH001046,Pune,0.8,Medium,37
WTH001047,Bangalore,0.93,Low,27
WTH001048,Pune,0.23,Low,55
WTH001049,Mumbai,2.27,Low,42
WTH001050,Ahmedabad,4.73,Low,19
WTH001051,Pune,0.32,Medium,52
WTH001052,Bangalore,11.28,Medium,35
WTH001053,Bangalore,1.07,Low,28
WTH001054,Kolkata,0.84,Low,24
WTH001055,Delhi,4.53,Low,5
WTH001056,Mumbai,0.07,Low,29
WTH001057,Delhi,6.81,Low,44
WTH001058,Delhi,2.4,Low,59
WTH001059,Mumbai,0.21,Low,10
WTH001060,Bangalore,2.35,High,61
WTH001061,Mumbai,0.67,Low,19
WTH001062,Kolkata,0.73,High,95
WTH001063,Chennai,2.66,Medium,52
WTH001064,Bangalore,4.54,Low,31
WTH001065,Bangalore,2.41,Low,43
WTH001066,Chennai,2.66,Low,56
WTH001067,Chennai,1.44,Low,42
WTH001068,Chennai,2.41,Low,59
WTH001069,Hyderabad,13.66,Medium,52
WTH001070,Kolkata,3.17,Medium,49
WTH001071,Chennai,0.81,Low,12
WTH001072,Delhi,3.3,Low,56
WTH001073,Hyderabad,2.23,Low,31
WTH001074,Hyderabad,14.77,Low,33
WTH001075,Hyderabad,4.84,High,96
WTH001076,Mumbai,0.93,Low,47
WTH001077,Bangalore,0.85,Low,24
WTH001078,Kolkata,3.59,Low,14
WTH001079,Ahmedabad,0.35,Low,22
WTH001080,Kolkata,2.45,Low,21
WTH001081,Ahmedabad,8.77,Low,36
WTH001082,Chennai,6.37,Low,41
WTH001083,Delhi,8.96,Low,37
WTH001084,Hyderabad,5.66,Low,13
WTH001085,Pune,11.09,Medium,42
WTH001086,Ahmedabad,2.0,Medium,18
WTH001087,Chennai,2.87,Low,23
WTH001088,Hyderabad,0.11,Medium,16
WTH001089,Delhi,0.5,Low,12
WTH001090,Delhi,1.22,Low,31
WTH001091,Hyderabad,1.58,Low,40
WTH001092,Ahmedabad,6.93,High,97
WTH001093,Hyderabad,0.11,Low,41
WTH001094,Kolkata,0.7,Low,19
WTH001095,Hyderabad,6.21,Low,51
WTH001096,Chennai,1.8,Low,45
WTH001097,Delhi,3.63,Medium,6
WTH001098,Ahmedabad,5.67,Medium,28
WTH001099,Ahmedabad,1.79,Medium,19
WTH001100,Chennai,2.06,Low,26
WTH001101,Bangalore,0.38,Medium,14
WTH001102,Pune,5.17,Medium,21
WTH001103,Kolkata,3.52,Medium,25
WTH001104,Ahmedabad,1.63,Low,42
WTH001105,Chennai,4.91,Medium,7
WTH001106,Hyderabad,4.13,High,97
WTH001107,Delhi,3.96,Medium,28
WTH001108,Chennai,0.41,Low,10
WTH001109,Bangalore,8.88,Medium,51
WTH001110,Kolkata,3.17,High,77
WTH001111,Ahmedabad,2.41,Low,33
WTH001112,Bangalore,0.61,Medium,17
WTH001113,Ahmedabad,2.71,Medium,17
WTH001114,Bangalore,0.42,Medium,39
WTH001115,Ahmedabad,5.43,Low,53
WTH001116,Ahmedabad,3.44,Low,37
WTH001117,Chennai,1.44,Medium,45
WTH001118,Delhi,0.62,Low,21
WTH001119,Pune,0.8,Medium,37
WTH001120,Mumbai,1.54,High,77
WTH001121,Ahmedabad,5.27,Medium,27
WTH001122,Bangalore,1.15,Low,43
WTH001123,Mumbai,7.05,Low,14
WTH001124,Mumbai,2.25,Low,17
WTH001125,Kolkata,2.22,Low,7
WTH001126,Pune,0.39,Low,13
WTH001127,Delhi,0.71,Low,13
WTH001128,Delhi,1.27,Low,55
WTH001129,Chennai,8.17,Low,48
WTH001130,Pune,0.65,Low,38
WTH001131,Chennai,2.77,High,68
WTH001132,Kolkata,1.54,Low,45
WTH001133,Chennai,0.76,Low,33
WTH001134,Kolkata,2.91,Low,32
WTH001135,Ahmedabad,0.19,Low,19
WTH001136,Delhi,0.48,Low,22
WTH001137,Bangalore,0.41,Low,55
WTH001138,Delhi,9.88,Low,56
WTH001139,Chennai,2.54,Low,27
WTH001140,Delhi,0.89,Low,34
WTH001141,Ahmedabad,2.19,Low,24
WTH001142,Chennai,2.68,Low,42
WTH001143,Ahmedabad,9.05,Low,31
WTH001144,Delhi,6.37,Low,19
WTH001145,Mumbai,2.37,Low,38
WTH001146,Kolkata,4.94,Low,36
WTH001147,Hyderabad,1.99,Low,44
WTH001148,Delhi,2.52,Low,39
WTH001149,Hyderabad,11.77,Low,36
WTH001150,Kolkata,11.47,Low,38
WTH001151,Ahmedabad,5.0,Medium,18
WTH001152,Mumbai,3.09,High,72
WTH001153,Hyderabad,0.29,Low,47
WTH001154,Ahmedabad,2.31,High,81
WTH001155,Hyderabad,7.01,Low,21
WTH001156,Mumbai,1.08,Medium,53
WTH001157,Ahmedabad,1.54,Medium,9
WTH001158,Chennai,1.51,Low,40
WTH001159,Chennai,3.89,Low,11
WTH001160,Ahmedabad,13.04,Medium,22
WTH001161,Delhi,4.16,Medium,52
WTH001162,Chennai,1.81,Medium,59
WTH001163,Delhi,1.53,High,69
WTH001164,Chennai,8.46,Low,42
WTH001165,Hyderabad,2.02,High,89
WTH001166,Mumbai,1.02,Medium,51
WTH001167,Pune,1.81,Medium,13
WTH001168,Chennai,2.14,Medium,9
WTH001169,Delhi,1.9,Low,20
WTH001170,Mumbai,6.91,Low,10
WTH001171,Mumbai,2.39,Low,56
WTH001172,Chennai,1.11,Medium,12
WTH001173,Kolkata,8.1,Medium,57
WTH001174,Bangalore,1.46,Low,31
WTH001175,Mumbai,11.75,Low,58
WTH001176,Pune,2.41,Low,18
WTH001177,Chennai,6.05,Low,12
WTH001178,Hyderabad,0.76,Low,51
WTH001179,Delhi,0.45,Low,15
WTH001180,Delhi,0.88,Medium,30
WTH001181,Hyderabad,4.0,Low,12
WTH001182,Bangalore,1.14,High,97
WTH001183,Chennai,6.08,Medium,57
WTH001184,Mumbai,0.51,Low,52
WTH001185,Ahmedabad,0.98,Low,40
WTH001186,Pune,4.26,Low,57
WTH001187,Kolkata,0.89,Medium,14
WTH001188,Delhi,1.92,Low,37
WTH001189,Hyderabad,0.08,Low,44
WTH001190,Delhi,3.02,Low,26
WTH001191,Bangalore,1.8,Medium,29
WTH001192,Bangalore,2.17,Low,45
WTH001193,Ahmedabad,2.85,Medium,37
WTH001194,Kolkata,2.51,High,79
WTH001195,Bangalore,1.6,Low,15
WTH001196,Delhi,2.46,Low,17
WTH001197,Ahmedabad,2.41,High,62
WTH001198,Kolkata,0.85,Low,55
WTH001199,Ahmedabad,1.35,Medium,10
WTH001200,Kolkata,5.02,Medium,58
WTH001201,Mumbai,3.2,Low,57
WTH001202,Kolkata,12.67,Low,6
WTH001203,Mumbai,1.57,Low,14
WTH001204,Hyderabad,1.04,Medium,59
WTH001205,Hyderabad,5.24,Low,10
WTH001206,Pune,1.17,Medium,44
WTH001207,Kolkata,0.51,Low,29
WTH001208,Kolkata,0.53,Low,14
WTH001209,Bangalore,0.68,Low,5
WTH001210,Bangalore,1.89,Medium,15
WTH001211,Mumbai,3.43,Low,6
WTH001212,Hyderabad,0.27,Low,36
WTH001213,Kolkata,1.49,Low,6
WTH001214,Delhi,2.3,Low,15
WTH001215,Hyderabad,3.38,Low,44
WTH001216,Bangalore,8.38,Low,32
WTH001217,Delhi,2.23,Low,45
WTH001218,Hyderabad,2.73,Low,29
WTH001219,Pune,4.64,Low,14
WTH001220,Bangalore,0.04,Medium,57
WTH001221,Delhi,0.82,Medium,43
WTH001222,Mumbai,1.48,Medium,11
WTH001223,Chennai,0.97,Low,28
WTH001224,Mumbai,4.31,High,76
WTH001225,Ahmedabad,13.16,Low,34
WTH001226,Delhi,2.11,Low,29
WTH001227,Ahmedabad,0.02,High,75
WTH001228,Kolkata,10.1,Low,16
WTH001229,Kolkata,3.07,Low,36
WTH001230,Ahmedabad,4.9,High,60
WTH001231,Kolkata,0.81,Low,5
WTH001232,Bangalore,2.01,Low,18
WTH001233,Kolkata,5.16,Low,16
WTH001234,Chennai,0.15,Low,31
WTH001235,Mumbai,1.71,Low,48
WTH001236,Ahmedabad,0.87,Medium,48
WTH001237,Bangalore,1.31,Low,13
WTH001238,Hyderabad,3.05,Medium,38
WTH001239,Hyderabad,3.25,Medium,23
WTH001240,Bangalore,8.13,Medium,43
WTH001241,Delhi,4.4,Medium,7
WTH001242,Delhi,0.15,Low,31
WTH001243,Ahmedabad,3.65,Low,51
WTH001244,Chennai,0.08,Medium,55
WTH001245,Kolkata,2.59,Medium,38
WTH001246,Pune,0.32,Low,6
WTH001247,Mumbai,0.55,High,86
WTH001248,Pune,2.13,Low,13
WTH001249,Ahmedabad,1.98,High,65
WTH001250,Mumbai,0.79,Medium,25
WTH001251,Ahmedabad,0.45,Low,18
WTH001252,Kolkata,0.89,Low,11
WTH001253,Kolkata,1.1,Low,24
WTH001254,Pune,6.38,Low,40
WTH001255,Bangalore,6.43,Low,30
WTH001256,Ahmedabad,4.24,Medium,10
WTH001257,Pune,1.57,High,81
WTH001258,Pune,0.48,Low,12
WTH001259,Mumbai,2.82,Low,53
WTH001260,Hyderabad,2.59,High,99
WTH001261,Chennai,1.92,Low,39
WTH001262,Ahmedabad,1.72,Low,34
WTH001263,Hyderabad,0.79,Low,12
WTH001264,Pune,2.18,Low,14
WTH001265,Mumbai,3.32,Medium,56
WTH001266,Hyderabad,0.15,Low,14
WTH001267,Hyderabad,6.99,Low,35
WTH001268,Delhi,2.92,Low,47
WTH001269,Pune,3.36,Low,40
WTH001270,Kolkata,0.67,Low,27
WTH001271,Chennai,3.56,Low,44
WTH001272,Chennai,1.39,Medium,53
WTH001273,Ahmedabad,4.59,Low,22
WTH001274,Pune,5.23,Medium,53
WTH001275,Chennai,3.05,Low,44
WTH001276,Delhi,0.07,Low,43
WTH001277,Ahmedabad,3.2,Medium,10
WTH001278,Kolkata,0.62,Medium,51
WTH001279,Ahmedabad,7.12,Low,14
WTH001280,Kolkata,12.17,Medium,5
WTH001281,Mumbai,0.42,Low,50
WTH001282,Kolkata,4.55,Low,6
WTH001283,Ahmedabad,0.88,Medium,36
WTH001284,Bangalore,1.04,Low,13
WTH001285,Ahmedabad,3.49,Medium,58
WTH001286,Delhi,0.31,Low,16
WTH001287,Hyderabad,1.12,Low,11
WTH001288,Delhi,0.9,Low,28
WTH001289,Ahmedabad,7.8,Low,43
WTH001290,Pune,0.29,Medium,23
WTH001291,Bangalore,1.49,Low,59
WTH001292,Bangalore,2.7,Medium,56
WTH001293,Delhi,1.79,Low,35
WTH001294,Hyderabad,2.53,Low,14
WTH001295,Delhi,1.56,Low,23
WTH001296,Chennai,2.95,Medium,55
WTH001297,Kolkata,0.99,Low,57
WTH001298,Hyderabad,2.97,Low,19
WTH001299,Ahmedabad,0.61,High,64
WTH001300,Hyderabad,0.08,Low,38
WTH001301,Delhi,0.5,High,75
WTH001302,Hyderabad,0.08,Low,9
WTH001303,Chennai,0.06,High,92
WTH001304,Bangalore,0.47,Medium,9
WTH001305,Chennai,0.35,Low,28
WTH001306,Ahmedabad,1.31,Low,53
WTH001307,Hyderabad,2.79,Medium,38
WTH001308,Bangalore,0.42,Low,26
WTH001309,Hyderabad,4.16,Low,12
WTH001310,Kolkata,0.31,Low,42
WTH001311,Bangalore,0.69,Low,23
WTH001312,Hyderabad,2.92,Medium,40
WTH001313,Chennai,1.59,Low,49
WTH001314,Delhi,3.7,Low,5
WTH001315,Hyderabad,0.99,Low,5
WTH001316,Bangalore,1.31,Low,56
WTH001317,Pune,4.42,High,99
WTH001318,Hyderabad,3.99,Low,8
WTH001319,Pune,7.76,Low,10
WTH001320,Pune,0.03,Low,39
WTH001321,Delhi,7.59,Low,35
WTH001322,Kolkata,0.7,Low,14
WTH001323,Delhi,5.47,Low,11
WTH001324,Kolkata,0.08,Medium,56
