resource_id,resource_type,vehicle_type,max_load_kg,emission_factor_gkm,area_familiarity_score,historical_success_rate
RES000500,Rider,Truck,252.15,193.56,89,0.75
RES000501,Vehicle,Truck,272.27,156.28,73,0.92
RES000502,Vehicle,Van,242.29,186.65,92,0.75
RES000503,Vehicle,Bike,243.19,335.43,62,0.93
RES000504,Rider,Truck,400.72,161.84,31,0.94
RES000505,Rider,Truck,465.36,276.65,98,0.89
RES000506,Vehicle,Bike,606.62,120.13,70,0.94
RES000507,Vehicle,Van,937.15,64.16,75,0.72
RES000508,Vehicle,Van,651.78,334.51,95,0.74
RES000509,Vehicle,Van,23.5,249.18,56,0.82
RES000510,Vehicle,Van,919.35,268.68,57,0.78
RES000511,Vehicle,Truck,449.4,333.34,70,0.7
RES000512,Vehicle,Truck,464.14,275.41,91,0.98
RES000513,Rider,Bike,100.31,253.6,34,0.91
RES000514,Rider,Bike,646.52,201.59,66,0.84
RES000515,Rider,Bike,961.5,325.13,96,0.83
RES000516,Rider,Truck,594.67,162.77,34,0.84
RES000517,Vehicle,Bike,204.28,309.75,74,0.71
RES000518,Vehicle,Van,600.69,279.9,84,0.9
RES000519,Vehicle,Truck,550.72,345.86,51,0.88
RES000520,Rider,Van,527.75,331.52,61,0.93
RES000521,Vehicle,Van,787.63,262.97,91,0.79
RES000522,Rider,Van,671.01,95.05,62,0.96
RES000523,Vehicle,Van,181.39,64.78,33,0.87
RES000524,Vehicle,Van,269.86,318.47,75,0.85
RES000525,Vehicle,Bike,87.39,105.52,72,0.91
RES000526,Vehicle,Truck,926.06,114.73,48,0.96
RES000527,Rider,Truck,409.79,228.47,52,0.86
RES000528,Vehicle,Van,713.86,304.94,75,0.8
RES000529,Vehicle,Truck,384.22,164.35,37,0.93
RES000530,Vehicle,Van,771.61,189.76,91,0.83
RES000531,Vehicle,Van,576.13,286.87,67,0.87
RES000532,Vehicle,Bike,691.56,334.22,76,0.89
RES000533,Rider,Bike,181.02,323.55,65,0.79
RES000534,Vehicle,Bike,541.82,258.7,66,0.93
RES000535,Vehicle,Bike,960.76,114.66,37,0.75
RES000536,Vehicle,Bike,501.65,127.97,71,0.98
RES000537,Rider,Truck,27.83,91.28,37,0.75
RES000538,Rider,Bike,123.28,61.91,53,0.76
RES000539,Rider,Bike,699.51,117.93,49,0.91
RES000540,Rider,Bike,39.49,206.88,93,0.72
RES000541,Rider,Bike,516.92,262.54,60,0.75
RES000542,Vehicle,Van,339.86,252.95,43,0.75
RES000543,Rider,Van,294.5,331.1,45,0.91
RES000544,Rider,Bike,264.62,78.59,98,0.72
RES000545,Rider,Bike,961.63,187.95,43,0.77
RES000546,Rider,Van,624.31,334.91,69,0.72
RES000547,Rider,Bike,59.89,201.14,41,0.88
RES000548,Vehicle,Bike,158.66,330.49,98,0.97
RES000549,Rider,Van,77.56,209.43,31,0.9
RES000550,Vehicle,Bike,602.04,295.81,83,0.8
RES000551,Rider,Truck,40.65,161.07,97,0.96
RES000552,Vehicle,Bike,915.76,349.02,50,0.9
RES000553,Vehicle,Truck,193.37,64.1,81,0.89
RES000554,Rider,Bike,507.9,249.36,73,0.79
RES000555,Rider,Truck,693.09,236.89,42,0.72
RES000556,Vehicle,Bike,481.75,124.83,79,0.89
RES000557,Rider,Van,113.67,126.08,73,0.91
RES000558,Vehicle,Van,479.54,108.49,57,0.79
RES000559,Vehicle,Van,884.62,315.22,55,0.78
RES000560,Rider,Truck,723.36,164.23,35,0.83
RES000561,Rider,Bike,59.88,298.15,41,0.78
RES000562,Rider,Truck,450.1,269.72,73,0.89
RES000563,Rider,Truck,44.7,282.17,71,0.98
RES000564,Vehicle,Bike,603.48,284.33,35,0.78
RES000565,Rider,Truck,145.42,203.14,84,0.84
RES000566,Rider,Bike,759.44,258.05,62,0.93
RES000567,Rider,Truck,347.82,79.06,60,0.92
RES000568,Vehicle,Bike,666.17,142.44,96,0.83
RES000569,Vehicle,Bike,796.57,327.36,87,0.7
RES000570,Vehicle,Truck,557.44,263.83,41,0.95
RES000571,Rider,Bike,942.93,152.65,61,0.96
RES000572,Vehicle,Van,540.14,155.93,99,0.72
RES000573,Vehicle,Truck,95.86,269.51,80,0.76
RES000574,Rider,Bike,917.87,228.64,47,0.93
RES000575,Rider,Van,169.85,74.64,66,0.89
RES000576,Vehicle,Truck,985.86,178.13,50,0.73
RES000577,Vehicle,Van,925.08,119.94,76,0.81
RES000578,Vehicle,Bike,404.35,93.28,97,0.7
RES000579,Rider,Bike,353.36,163.26,72,0.91
RES000580,Rider,Van,259.0,93.21,96,0.8
RES000581,Rider,Bike,324.88,210.41,53,0.92
RES000582,Rider,Bike,984.22,251.2,55,0.75
RES000583,Vehicle,Bike,716.88,265.77,59,0.81
RES000584,Rider,Bike,830.21,220.07,34,0.92
RES000585,Vehicle,Bike,580.59,287.15,42,0.8
RES000586,Rider,Van,482.46,198.02,79,0.79
RES000587,Rider,Truck,916.07,317.31,32,0.91
RES000588,Rider,Van,276.46,61.99,73,0.83
RES000589,Rider,Van,811.44,199.66,91,0.9
RES000590,Rider,Truck,108.26,269.75,45,0.97
RES000591,Rider,Truck,735.52,61.13,72,0.88
RES000592,Rider,Truck,109.61,178.13,30,0.73
RES000593,Rider,Truck,708.35,271.21,99,0.84
RES000594,Rider,Van,756.64,249.56,93,0.98
RES000595,Rider,Van,567.21,287.24,88,0.79
RES000596,Vehicle,Truck,591.7,221.65,83,0.8
RES000597,Rider,Bike,394.12,275.81,74,0.88
RES000598,Rider,Bike,50.87,234.39,78,0.81
RES000599,Rider,Truck,582.82,338.32,67,0.88
RES000600,Rider,Truck,75.56,118.97,62,0.76
RES000601,Rider,Truck,331.58,162.08,66,0.92
RES000602,Vehicle,Van,94.28,228.51,83,0.92
RES000603,Vehicle,Bike,545.74,221.83,44,0.92
RES000604,Rider,Bike,246.43,208.16,89,0.95
RES000605,Vehicle,Van,452.11,142.98,43,0.92
RES000606,Vehicle,Van,648.37,334.72,65,0.8
RES000607,Rider,Van,391.67,154.33,35,0.74
RES000608,Rider,Bike,128.41,100.92,56,0.83
RES000609,Rider,Truck,101.54,300.28,59,0.85
RES000610,Rider,Bike,595.26,201.89,64,0.93
RES000611,Vehicle,Truck,587.35,96.92,62,0.91
RES000612,Vehicle,Bike,585.41,195.87,34,0.91
RES000613,Rider,Truck,448.02,323.3,61,0.73
RES000614,Rider,Van,139.92,234.92,97,0.74
RES000615,Rider,Bike,212.0,225.87,95,0.89
RES000616,Vehicle,Van,540.93,136.44,45,0.97
RES000617,Rider,Van,710.74,67.24,50,0.77
RES000618,Vehicle,Bike,893.01,63.87,65,0.71
RES000619,Rider,Truck,351.48,116.54,78,0.84
RES000620,Vehicle,Van,979.35,138.93,30,0.94
RES000621,Rider,Van,594.07,206.18,81,0.73
RES000622,Vehicle,Bike,485.65,309.65,33,0.83
RES000623,Vehicle,Bike,331.89,245.01,48,0.78
RES000624,Rider,Bike,980.75,115.85,80,0.83
RES000625,Vehicle,Truck,695.29,92.56,49,0.87
RES000626,Rider,Bike,57.78,330.08,46,0.97
RES000627,Vehicle,Truck,536.71,99.05,47,0.78
RES000628,Rider,Van,212.64,272.9,78,0.98
RES000629,Vehicle,Truck,509.85,67.26,60,0.77
RES000630,Vehicle,Bike,267.33,117.1,93,0.85
RES000631,Vehicle,Truck,836.07,83.02,70,0.82
RES000632,Vehicle,Van,248.31,85.78,82,0.87
RES000633,Rider,Bike,346.54,82.77,38,0.95
RES000634,Rider,Truck,88.72,206.33,63,0.73
RES000635,Rider,Van,157.84,324.84,45,0.9
RES000636,Rider,Bike,410.27,322.05,82,0.7
RES000637,Rider,Van,487.73,281.7,55,0.88
RES000638,Vehicle,Bike,200.6,301.86,54,0.72
RES000639,Vehicle,Truck,646.44,344.65,58,0.98
RES000640,Vehicle,Van,281.48,286.78,39,0.7
RES000641,Vehicle,Bike,135.96,151.71,99,0.85
RES000642,Rider,Bike,970.78,277.41,83,0.94
RES000643,Rider,Bike,391.95,303.46,38,0.97
RES000644,Vehicle,Van,494.81,208.78,67,0.82
RES000645,Vehicle,Van,726.23,340.02,32,0.83
RES000646,Rider,Truck,702.33,341.36,45,0.91
RES000647,Rider,Truck,56.55,344.25,76,0.76
RES000648,Vehicle,Bike,535.09,162.94,56,0.89
RES000649,Vehicle,Truck,195.93,286.0,60,0.76
RES000650,Rider,Bike,199.5,330.81,83,0.75
RES000651,Rider,Van,231.6,246.96,97,0.87
RES000652,Rider,Van,966.46,61.62,56,0.86
RES000653,Vehicle,Van,838.9,194.82,49,0.7
RES000654,Rider,Truck,115.31,112.43,92,0.86
RES000655,Rider,Truck,200.43,86.82,87,0.84
RES000656,Rider,Bike,549.89,300.83,59,0.95
RES000657,Rider,Truck,382.8,180.85,98,0.76
RES000658,Vehicle,Truck,69.78,340.14,72,0.84
RES000659,Vehicle,Truck,580.43,186.7,75,0.96
RES000660,Vehicle,Truck,628.61,131.81,58,0.7
RES000661,Rider,Bike,352.15,254.41,86,0.96
RES000662,Vehicle,Van,818.04,345.64,75,0.89
RES000663,Rider,Bike,492.59,150.1,94,0.98
RES000664,Vehicle,Truck,645.9,334.39,75,0.95
RES000665,Rider,Truck,817.5,263.45,96,0.72
RES000666,Rider,Bike,468.5,229.93,57,0.72
RES000667,Vehicle,Van,325.57,347.63,58,0.88
RES000668,Vehicle,Van,323.43,204.43,76,0.91
RES000669,Vehicle,Van,9.8,91.46,30,0.71
RES000670,Rider,Bike,438.39,184.93,39,0.76
RES000671,Rider,Bike,144.32,208.04,40,0.79
RES000672,Rider,Truck,879.79,209.14,99,0.73
RES000673,Rider,Bike,190.72,91.06,97,0.96
RES000674,Vehicle,Truck,321.1,206.14,62,0.75
RES000675,Rider,Van,219.39,288.07,57,0.71
RES000676,Rider,Van,781.78,113.35,99,0.79
RES000677,Rider,Bike,686.39,286.01,89,0.96
RES000678,Rider,Truck,817.77,310.25,81,0.94
RES000679,Vehicle,Truck,509.46,125.55,48,0.96
RES000680,Vehicle,Van,210.23,71.23,63,0.74
RES000681,Vehicle,Truck,489.04,86.69,58,0.75
RES000682,Vehicle,Truck,504.1,179.82,89,0.79
RES000683,Rider,Van,514.13,257.37,57,0.75
RES000684,Vehicle,Truck,861.49,121.95,94,0.84
RES000685,Vehicle,Van,778.23,297.97,88,0.89
RES000686,Vehicle,Truck,984.0,283.2,64,0.86
RES000687,Vehicle,Truck,77.02,130.5,83,0.79
RES000688,Rider,Truck,297.82,322.17,73,0.98
RES000689,Vehicle,Truck,556.48,106.54,92,0.86
RES000690,Rider,Truck,687.51,112.13,65,0.77
RES000691,Rider,Truck,648.04,180.77,35,0.75
RES000692,Rider,Van,132.2,281.97,73,0.74
RES000693,Vehicle,Van,555.42,194.31,93,0.93
RES000694,Vehicle,Bike,231.85,337.51,57,0.96
RES000695,Rider,Truck,994.28,282.7,53,0.92
RES000696,Vehicle,Bike,846.43,158.87,41,0.96
RES000697,Vehicle,Van,476.26,70.86,37,0.72
RES000698,Rider,Van,639.14,348.62,84,0.82
RES000699,Rider,Van,18.49,268.54,68,0.91
RES000700,Vehicle,Truck,11.85,109.84,41,0.95
RES000701,Vehicle,Bike,209.37,248.09,68,0.77
RES000702,Rider,Van,601.86,136.15,43,0.83
RES000703,Vehicle,Truck,790.19,153.39,38,0.75
RES000704,Vehicle,Truck,42.19,252.63,76,0.8
RES000705,Vehicle,Truck,869.05,246.99,59,0.8
RES000706,Vehicle,Van,658.16,202.43,78,0.74
RES000707,Rider,Truck,821.03,323.14,34,0.9
RES000708,Rider,Truck,571.73,69.92,32,0.95
RES000709,Rider,Bike,577.37,224.63,79,0.86
RES000710,Vehicle,Truck,667.37,308.16,40,0.89
RES000711,Rider,Truck,142.16,148.61,81,0.85
RES000712,Vehicle,Truck,101.25,80.22,94,0.94
RES000713,Vehicle,Truck,629.27,247.11,42,0.98
RES000714,Rider,Truck,495.29,68.23,99,0.87
RES000715,Rider,Bike,465.07,130.75,31,0.7
RES000716,Vehicle,Van,288.48,308.71,78,0.74
RES000717,Rider,Truck,308.93,122.36,83,0.95
RES000718,Rider,Truck,519.09,294.8,88,0.77
RES000719,Rider,Truck,856.92,186.3,46,0.9
RES000720,Rider,Truck,578.59,92.08,99,0.7
RES000721,Rider,Truck,299.23,329.11,83,0.89
RES000722,Vehicle,Truck,677.25,204.88,72,0.76
RES000723,Rider,Bike,971.11,126.37,93,0.76
RES000724,Vehicle,Van,347.13,348.13,32,0.76
RES000725,Vehicle,Bike,586.29,231.35,93,0.82
RES000726,Vehicle,Truck,655.35,222.28,81,0.87
RES000727,Vehicle,Truck,535.49,71.33,75,0.77
RES000728,Vehicle,Bike,942.95,92.25,34,0.88
RES000729,Vehicle,Truck,257.72,184.41,53,0.76
RES000730,Vehicle,Van,765.71,311.97,99,0.82
RES000731,Vehicle,Bike,304.8,63.31,75,0.91
RES000732,Vehicle,Bike,864.47,85.88,80,0.85
RES000733,Rider,Truck,910.02,270.88,55,0.84
RES000734,Vehicle,Van,129.9,208.97,52,0.96
RES000735,Rider,Bike,273.45,292.54,50,0.85
RES000736,Vehicle,Truck,682.65,107.28,32,0.7
RES000737,Vehicle,Truck,980.37,118.42,58,0.71
RES000738,Rider,Van,682.39,248.63,65,0.84
RES000739,Vehicle,Van,815.75,185.39,87,0.81
RES000740,Vehicle,Bike,753.93,74.48,64,0.71
RES000741,Rider,Truck,345.24,242.59,48,0.73
RES000742,Vehicle,Van,548.35,117.58,56,0.74
RES000743,Vehicle,Truck,657.48,89.48,89,0.89
RES000744,Vehicle,Truck,69.97,323.86,41,0.72
RES000745,Rider,Van,144.35,274.65,73,0.89
RES000746,Rider,Truck,590.14,179.48,95,0.9
RES000747,Rider,Van,589.41,283.85,92,0.98
RES000748,Vehicle,Bike,738.71,67.05,61,0.9
RES000749,Vehicle,Bike,948.53,90.02,31,0.7
RES000750,Rider,Bike,464.14,76.1,48,0.76
RES000751,Rider,Truck,498.53,320.88,79,0.8
RES000752,Vehicle,Bike,132.69,150.88,34,0.93
RES000753,Rider,Van,830.58,134.84,51,0.79
RES000754,Rider,Truck,879.25,305.58,53,0.81
RES000755,Rider,Van,210.86,223.96,53,0.8
RES000756,Rider,Truck,192.83,150.67,58,0.88
RES000757,Rider,Truck,906.96,245.76,35,0.95
RES000758,Vehicle,Bike,936.26,67.28,32,0.92
RES000759,Rider,Bike,804.74,167.43,88,0.94
RES000760,Rider,Truck,697.06,329.88,79,0.88
RES000761,Vehicle,Bike,415.8,154.25,35,0.75
RES000762,Vehicle,Van,478.78,211.82,32,0.81
RES000763,Rider,Van,330.47,309.61,53,0.91
RES000764,Rider,Truck,137.97,348.17,89,0.79
RES000765,Rider,Truck,525.22,224.23,73,0.77
RES000766,Rider,Truck,53.49,347.14,95,0.95
RES000767,Vehicle,Van,467.23,181.76,38,0.82
RES000768,Vehicle,Van,44.12,224.1,92,0.85
RES000769,Rider,Truck,508.28,251.06,85,0.92
RES000770,Vehicle,Van,947.98,69.38,38,0.76
RES000771,Vehicle,Truck,544.96,189.42,32,0.8
RES000772,Rider,Bike,131.59,208.85,52,0.91
RES000773,Vehicle,Bike,493.81,333.54,64,0.83
RES000774,Rider,Truck,300.59,62.68,65,0.94
RES000775,Rider,Bike,828.6,98.88,79,0.91
RES000776,Rider,Bike,911.13,132.44,57,0.76
RES000777,Rider,Bike,888.48,301.71,51,0.96
RES000778,Vehicle,Bike,935.66,82.03,98,0.74
RES000779,Vehicle,Van,130.91,166.0,52,0.93
RES000780,Rider,Bike,428.88,348.48,39,0.91
RES000781,Vehicle,Truck,144.43,141.35,68,0.83
RES000782,Rider,Van,218.69,215.41,47,0.79
RES000783,Vehicle,Truck,524.49,101.76,99,0.94
RES000784,Vehicle,Bike,142.8,213.69,74,0.95
RES000785,Vehicle,Van,304.79,293.17,64,0.91
RES000786,Rider,Van,312.87,334.13,39,0.89
RES000787,Rider,Van,345.01,289.83,55,0.76
RES000788,Rider,Van,801.87,156.85,57,0.91
RES000789,Rider,Van,115.02,238.13,56,0.84
RES000790,Rider,Van,613.76,181.42,94,0.9
RES000791,Vehicle,Van,121.65,186.05,75,0.9
RES000792,Vehicle,Van,849.12,141.77,44,0.74
RES000793,Rider,Truck,779.35,313.08,87,0.76
RES000794,Vehicle,Bike,309.57,344.11,45,0.71
RES000795,Vehicle,Bike,768.2,133.71,43,0.9
RES000796,Rider,Truck,659.98,124.24,68,0.71
RES000797,Vehicle,Bike,728.87,326.53,49,0.88
RES000798,Vehicle,Bike,527.0,242.48,91,0.83
RES000799,Vehicle,Bike,241.36,152.29,33,0.87
RES000800,Rider,Van,460.69,292.56,50,0.77
RES000801,Vehicle,Truck,426.42,277.09,52,0.93
RES000802,Rider,Bike,378.44,224.23,54,0.84
RES000803,Vehicle,Van,701.26,305.25,45,0.9
RES000804,Vehicle,Bike,753.48,110.33,85,0.84
RES000805,Rider,Van,549.7,186.16,91,0.79
RES000806,Rider,Truck,644.85,254.98,37,0.7
RES000807,Vehicle,Truck,524.26,287.28,61,0.78
RES000808,Vehicle,Truck,755.35,181.49,49,0.95
RES000809,Rider,Bike,526.21,346.94,33,0.71
RES000810,Rider,Bike,661.82,93.76,39,0.86
RES000811,Rider,Truck,565.8,133.84,62,0.88
RES000812,Vehicle,Bike,441.46,67.21,57,0.71
RES000813,Rider,Truck,813.74,274.85,36,0.73
RES000814,Rider,Bike,229.46,150.81,99,0.77
RES000815,Rider,Truck,225.56,108.88,85,0.98
RES000816,Rider,Bike,580.0,238.46,72,0.73
RES000817,Rider,Truck,661.39,315.94,48,0.87
RES000818,Rider,Truck,174.16,265.11,92,0.78
RES000819,Rider,Truck,22.22,243.78,41,0.78
RES000820,Vehicle,Van,780.7,207.56,72,0.8
RES000821,Rider,Truck,388.08,156.63,81,0.78
RES000822,Vehicle,Van,833.95,148.29,76,0.93
RES000823,Rider,Van,622.53,226.86,91,0.8
RES000824,Vehicle,Truck,663.35,176.27,70,0.72
RES000825,Vehicle,Truck,78.62,289.78,43,0.8
RES000826,Rider,Van,89.15,133.04,50,0.79
RES000827,Vehicle,Truck,48.55,151.85,61,0.78
RES000828,Rider,Bike,617.5,313.24,69,0.79
RES000829,Vehicle,Bike,696.89,188.04,97,0.79
RES000830,Vehicle,Bike,891.22,306.71,69,0.97
RES000831,Vehicle,Bike,637.44,347.06,73,0.75
RES000832,Vehicle,Truck,70.64,92.93,98,0.76
RES000833,Vehicle,Bike,327.06,289.49,69,0.95
RES000834,Rider,Bike,357.78,89.18,99,0.84
RES000835,Vehicle,Bike,416.43,91.03,54,0.7
RES000836,Vehicle,Van,917.69,67.89,69,0.71
RES000837,Rider,Van,259.07,254.31,71,0.78
RES000838,Vehicle,Bike,538.36,331.93,38,0.78
RES000839,Vehicle,Van,558.15,74.82,92,0.81
RES000840,Vehicle,Van,78.05,172.06,54,0.8
RES000841,Vehicle,Bike,558.12,280.37,58,0.82
RES000842,Vehicle,Truck,903.81,168.13,67,0.84
RES000843,Vehicle,Bike,162.11,102.22,84,0.86
RES000844,Rider,Van,561.72,332.56,75,0.83
RES000845,Rider,Truck,661.68,258.02,94,0.93
RES000846,Rider,Van,122.15,239.24,99,0.78
RES000847,Rider,Bike,371.05,155.54,49,0.96
RES000848,Rider,Van,702.42,198.66,71,0.78
RES000849,Rider,Van,872.39,194.49,88,0.84
RES000850,Rider,Bike,902.44,187.38,30,0.94
RES000851,Vehicle,Truck,231.58,200.07,55,0.91
RES000852,Rider,Bike,152.12,134.06,72,0.89
RES000853,Vehicle,Van,924.13,225.35,81,0.74
RES000854,Rider,Van,365.11,95.33,93,0.91
RES000855,Rider,Bike,241.93,153.87,32,0.93
RES000856,Vehicle,Bike,292.09,150.82,46,0.89
RES000857,Rider,Bike,409.39,122.29,66,0.78
RES000858,Vehicle,Van,918.75,256.43,92,0.71
RES000859,Rider,Van,473.03,248.64,53,0.74
RES000860,Rider,Van,713.3,288.37,59,0.75
RES000861,Rider,Van,727.32,347.63,89,0.83
RES000862,Rider,Truck,393.95,283.4,72,0.85
RES000863,Rider,Bike,637.63,336.66,85,0.96
RES000864,Vehicle,Bike,187.39,294.41,60,0.73
RES000865,Vehicle,Bike,314.57,139.02,41,0.85
RES000866,Rider,Bike,213.44,231.33,92,0.89
RES000867,Vehicle,Van,619.34,95.19,33,0.76
RES000868,Rider,Van,325.62,256.08,89,0.71
RES000869,Rider,Truck,718.71,313.03,85,0.93
RES000870,Vehicle,Bike,522.76,79.39,90,0.94
RES000871,Rider,Bike,120.36,256.17,57,0.92
RES000872,Vehicle,Truck,362.55,286.53,50,0.7
RES000873,Rider,Van,617.77,277.97,63,0.88
RES000874,Rider,Van,291.25,302.48,97,0.82
RES000875,Vehicle,Bike,613.81,269.57,31,0.87
RES000876,Rider,Truck,374.34,228.29,99,0.71
RES000877,Vehicle,Truck,11.06,151.88,68,0.71
RES000878,Rider,Van,139.46,88.89,33,0.76
RES000879,Rider,Van,295.11,117.81,36,0.93
RES000880,Vehicle,Van,237.95,100.8,31,0.93
RES000881,Vehicle,Van,258.55,207.43,48,0.87
RES000882,Rider,Bike,125.82,153.48,80,0.93
RES000883,Vehicle,Truck,396.87,103.3,87,0.79
RES000884,Rider,Van,111.14,149.13,83,0.73
RES000885,Vehicle,Bike,486.79,243.89,33,0.98
RES000886,Vehicle,Van,637.37,235.16,30,0.88
RES000887,Vehicle,Bike,281.07,173.75,39,0.78
RES000888,Rider,Truck,430.9,271.17,83,0.94
RES000889,Rider,Van,522.65,189.66,82,0.84
RES000890,Rider,Bike,939.72,341.0,96,0.85
RES000891,Rider,Van,679.08,232.6,45,0.93
RES000892,Rider,Van,605.79,102.1,37,0.98
RES000893,Vehicle,Truck,662.14,168.13,43,0.72
RES000894,Vehicle,Bike,955.18,274.38,83,0.91
RES000895,Rider,Bike,293.48,275.44,69,0.73
RES000896,Rider,Bike,147.32,84.48,56,0.7
RES000897,Vehicle,Truck,255.56,190.19,44,0.74
RES000898,Rider,Truck,759.84,327.83,74,0.85
RES000899,Rider,Van,596.78,74.36,73,0.8
RES000900,Vehicle,Truck,647.26,126.99,60,0.82
RES000901,Vehicle,Van,144.86,87.66,59,0.77
RES000902,Vehicle,Truck,118.36,276.26,61,0.72
RES000903,Vehicle,Bike,574.57,259.58,99,0.93
RES000904,Rider,Truck,242.63,135.16,42,0.87
RES000905,Rider,Truck,759.62,181.52,85,0.84
RES000906,Vehicle,Bike,40.58,148.99,64,0.89
RES000907,Rider,Van,545.47,315.24,76,0.72
RES000908,Rider,Bike,207.91,121.34,65,0.94
RES000909,Vehicle,Bike,847.8,252.52,66,0.82
RES000910,Rider,Truck,503.08,183.59,48,0.9
RES000911,Vehicle,Van,13.98,125.84,58,0.72
RES000912,Rider,Bike,115.6,301.2,89,0.9
RES000913,Rider,Van,111.21,289.37,99,0.84
RES000914,Rider,Van,271.12,78.99,55,0.7
RES000915,Rider,Bike,271.79,273.78,39,0.89
RES000916,Vehicle,Truck,909.41,128.67,55,0.73
RES000917,Rider,Bike,536.97,236.33,87,0.92
RES000918,Vehicle,Truck,630.34,176.27,95,0.75
RES000919,Rider,Van,749.95,102.72,37,0.93
RES000920,Vehicle,Truck,780.79,255.65,62,0.93
RES000921,Rider,Truck,649.56,182.36,60,0.79
RES000922,Vehicle,Van,498.96,337.27,50,0.74
RES000923,Rider,Bike,683.38,103.44,64,0.7
RES000924,Rider,Bike,439.8,254.57,65,0.79
RES000925,Vehicle,Bike,983.52,93.61,99,0.89
RES000926,Vehicle,Truck,939.16,253.87,51,0.95
RES000927,Rider,Van,883.43,136.77,50,0.74
RES000928,Vehicle,Bike,104.74,184.07,54,0.76
RES000929,Rider,Bike,772.73,190.21,41,0.97
RES000930,Vehicle,Bike,929.88,179.56,66,0.84
RES000931,Rider,Bike,43.55,95.5,52,0.87
RES000932,Rider,Truck,629.55,316.28,32,0.94
RES000933,Vehicle,Truck,512.17,345.52,66,0.75
RES000934,Rider,Bike,802.02,63.91,80,0.9
RES000935,Rider,Van,944.34,216.02,69,0.86
RES000936,Vehicle,Bike,578.49,111.0,64,0.7
RES000937,Rider,Van,24.01,334.07,66,0.95
RES000938,Rider,Bike,119.45,225.28,45,0.9
RES000939,Vehicle,Van,396.38,200.19,58,0.73
RES000940,Vehicle,Truck,128.02,275.54,74,0.84
RES000941,Rider,Van,840.87,288.51,68,0.78
RES000942,Rider,Van,773.52,210.55,67,0.77
RES000943,Rider,Van,673.84,120.68,35,0.73
RES000944,Rider,Truck,744.94,271.84,83,0.83
RES000945,Rider,Truck,81.89,109.58,72,0.86
RES000946,Rider,Truck,617.99,176.59,48,0.9
RES000947,Vehicle,Bike,112.08,160.17,62,0.92
RES000948,Vehicle,Van,416.15,234.19,30,0.79
RES000949,Rider,Bike,550.59,153.09,33,0.89
RES000950,Vehicle,Van,457.43,336.38,42,0.78
RES000951,Vehicle,Truck,890.25,158.19,65,0.81
RES000952,Rider,Truck,675.46,87.95,70,0.94
RES000953,Rider,Van,874.34,301.45,53,0.72
RES000954,Rider,Van,416.74,95.49,37,0.72
RES000955,Rider,Truck,884.6,207.25,94,0.91
RES000956,Vehicle,Bike,727.95,133.11,81,0.71
RES000957,Rider,Bike,531.29,228.17,34,0.96
RES000958,Vehicle,Truck,370.75,100.14,71,0.81
RES000959,Vehicle,Truck,387.21,230.88,54,0.97
RES000960,Rider,Truck,407.95,269.29,93,0.75
RES000961,Rider,Van,298.06,329.54,82,0.89
RES000962,Vehicle,Van,73.48,144.16,39,0.73
RES000963,Rider,Bike,967.27,251.58,83,0.96
RES000964,Vehicle,Truck,848.26,128.24,78,0.82
RES000965,Vehicle,Truck,758.84,124.22,80,0.86
RES000966,Rider,Van,979.13,308.11,77,0.84
RES000967,Rider,Bike,571.53,129.6,71,0.86
RES000968,Rider,Truck,330.33,220.6,65,0.91
RES000969,Rider,Van,38.13,129.18,85,0.95
RES000970,Rider,Van,319.13,92.41,56,0.74
RES000971,Rider,Bike,585.43,139.47,31,0.94
RES000972,Vehicle,Truck,766.83,123.36,76,0.97
RES000973,Rider,Van,673.55,116.9,39,0.91
RES000974,Vehicle,Van,863.63,284.53,57,0.9
RES000975,Rider,Bike,641.85,151.4,49,0.79
RES000976,Rider,Truck,146.51,315.8,99,0.9
RES000977,Rider,Bike,22.41,325.25,73,0.97
RES000978,Vehicle,Bike,709.5,220.68,46,0.74
RES000979,Vehicle,Truck,816.36,150.67,61,0.71
RES000980,Vehicle,Truck,506.64,198.3,86,0.75
RES000981,Vehicle,Truck,579.84,263.17,52,0.91
RES000982,Vehicle,Truck,186.2,89.09,59,0.88
RES000983,Vehicle,Truck,62.17,180.29,50,0.76
RES000984,Rider,Truck,199.16,288.95,38,0.7
RES000985,Rider,Bike,990.87,92.87,46,0.87
RES000986,Rider,Van,403.62,70.18,33,0.8
RES000987,Vehicle,Truck,378.47,317.67,58,0.83
RES000988,Vehicle,Van,858.71,259.31,96,0.85
RES000989,Vehicle,Truck,124.22,330.79,76,0.83
RES000990,Rider,Truck,782.41,219.24,41,0.95
RES000991,Rider,Van,681.56,130.44,75,0.97
RES000992,Rider,Bike,112.3,193.61,79,0.9
RES000993,Rider,Truck,488.07,215.27,84,0.93
RES000994,Vehicle,Van,348.8,324.9,51,0.75
RES000995,Vehicle,Truck,708.79,309.64,90,0.77
RES000996,Vehicle,Van,321.62,327.89,76,0.89
RES000997,Vehicle,Bike,645.42,213.88,77,0.77
RES000998,Vehicle,Bike,449.07,172.46,95,0.8
RES000999,Vehicle,Bike,983.09,136.81,75,0.79
RES001000,Rider,Bike,575.42,105.27,48,0.93
RES001001,Rider,Van,178.24,154.3,63,0.92
RES001002,Vehicle,Truck,866.49,328.77,46,0.83
RES001003,Vehicle,Van,704.62,141.95,66,0.97
